# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-03-03 19:27:41 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
"#    USGS 08331160 RIO GRANDE NEAR BOSQUE FARMS, NM"
# -----------------------------------------------------------------------------------
#
# Data provided for site 08331160
#            TS   parameter     statistic     Description
"#         99876       00060     00003     Discharge, cubic feet per second (Mean)"
USGS    08331160        2010-05-27      2320    A:e
USGS    08331160        2010-05-28      2010    A:e
USGS    08331160        2010-05-29      1900    A:e
USGS    08331160        2010-05-30      1650    A:e
USGS    08331160        2010-05-31      1600    A:e
USGS    08331160        2010-06-01      1820    A:e
USGS    08331160        2010-06-02      1960    A:e
USGS    08331160        2010-06-03      1820    A:e
USGS    08331160        2010-06-04      1680    A:e
USGS    08331160        2010-06-05      1640    A:e
USGS    08331160        2010-06-06      1640    A:e
USGS    08331160        2010-06-07      1670    A:e
USGS    08331160        2010-06-08      1540    A:e
USGS    08331160        2010-06-09      1310    A:e
USGS    08331160        2010-06-10      1170    A:e
USGS    08331160        2010-06-11      1130    A:e
USGS    08331160        2010-06-12      1070    A:e
USGS    08331160        2010-06-13      849     A:e
USGS    08331160        2010-06-14      616     A:e
USGS    08331160        2010-06-15      434     A:e
USGS    08331160        2010-06-16      349     A:e
USGS    08331160        2010-06-17      335     A:e
USGS    08331160        2010-06-18      285     A:e
USGS    08331160        2010-06-19      243     A:e
USGS    08331160        2010-06-20      194     A:e
USGS    08331160        2010-06-21      165     A:e
USGS    08331160        2010-06-22      158     A:e
USGS    08331160        2010-06-23      165     A:e
USGS    08331160        2010-06-24      132     A:e
USGS    08331160        2010-06-25      243     A:e
USGS    08331160        2010-06-26      198     A:e
USGS    08331160        2010-06-27      235     A:e
USGS    08331160        2010-06-28      239     A:e
USGS    08331160        2010-06-29      578     A:e
USGS    08331160        2010-06-30      393     A:e
USGS    08331160        2010-07-01      311     A:e
USGS    08331160        2010-07-02      201     A:e
USGS    08331160        2010-07-03      155     A:e
USGS    08331160        2010-07-04      470     A:e
USGS    08331160        2010-07-05      225     A:e
USGS    08331160        2010-07-06      146     A:e
USGS    08331160        2010-07-07      134     A:e
USGS    08331160        2010-07-08      175     A:e
USGS    08331160        2010-07-09      193     A:e
USGS    08331160        2010-07-10      159     A:e
USGS    08331160        2010-07-11      126     A:e
USGS    08331160        2010-07-12      139     A:e
USGS    08331160        2010-07-13      101     A:e
USGS    08331160        2010-07-14      88.4    A:e
USGS    08331160        2010-07-15      75.9    A:e
USGS    08331160        2010-07-16      109     A:e
USGS    08331160        2010-07-17      96.8    A:e
USGS    08331160        2010-07-18      88.4    A:e
USGS    08331160        2010-07-19      88.4    A:e
USGS    08331160        2010-07-20      101     A:e
USGS    08331160        2010-07-21      79.6    A:e
USGS    08331160        2010-07-22      79.6    A:e
USGS    08331160        2010-07-23      75.0    A:e
USGS    08331160        2010-07-24      121     A:e
USGS    08331160        2010-07-25      226     A:e
USGS    08331160        2010-07-26      341     A:e
USGS    08331160        2010-07-27      675     A:e
USGS    08331160        2010-07-28      602     A:e
USGS    08331160        2010-07-29      405     A:e
USGS    08331160        2010-07-30      377     A:e
USGS    08331160        2010-07-31      309     A:e
USGS    08331160        2010-08-01      415     A:e
USGS    08331160        2010-08-02      742     A:e
USGS    08331160        2010-08-03      626     A:e
USGS    08331160        2010-08-04      468     A:e
USGS    08331160        2010-08-05      617     A:e
USGS    08331160        2010-08-06      655     A:e
USGS    08331160        2010-08-07      802     A:e
USGS    08331160        2010-08-08      618     A:e
USGS    08331160        2010-08-09      475     A:e
USGS    08331160        2010-08-10      242     A:e
USGS    08331160        2010-08-11      122     A:e
USGS    08331160        2010-08-12      73.4    A:e
USGS    08331160        2010-08-13      75.9    A:e
USGS    08331160        2010-08-14      78.5    A:e
USGS    08331160        2010-08-15      69.5    A:e
USGS    08331160        2010-08-16      197     A:e
USGS    08331160        2010-08-17      569     A:e
USGS    08331160        2010-08-18      419     A:e
USGS    08331160        2010-08-19      190     A:e
USGS    08331160        2010-08-20      79.6    A:e
USGS    08331160        2010-08-21      75.3    A:e
USGS    08331160        2010-08-22      73.2    A:e
USGS    08331160        2010-08-23      145     A:e
USGS    08331160        2010-08-24      332     A:e
USGS    08331160        2010-08-25      205     A:e
USGS    08331160        2010-08-26      92.0    A:e
USGS    08331160        2010-08-27      67.7    A:e
USGS    08331160        2010-08-28      45.6    A:e
USGS    08331160        2010-08-29      50.9    A:e
USGS    08331160        2010-08-30      46.6    A:e
USGS    08331160        2010-08-31      181     A:e
USGS    08331160        2010-09-01      207     A:e
USGS    08331160        2010-09-02      49.7    A:e
USGS    08331160        2010-09-03      45.3    A:e
USGS    08331160        2010-09-04      43.4    A:e
USGS    08331160        2010-09-05      42.1    A:e
USGS    08331160        2010-09-06      41.0    A:e
USGS    08331160        2010-09-07      40.4    A:e
USGS    08331160        2010-09-08      39.2    A:e
USGS    08331160        2010-09-09      38.7    A:e
USGS    08331160        2010-09-10      37.8    A:e
USGS    08331160        2010-09-11      37.9    A:e
USGS    08331160        2010-09-12      38.1    A:e
USGS    08331160        2010-09-13      45.2    A:e
USGS    08331160        2010-09-14      36.7    A:e
USGS    08331160        2010-09-15      34.6    A:e
USGS    08331160        2010-09-16      31.8    A:e
USGS    08331160        2010-09-17      30.2    A:e
USGS    08331160        2010-09-18      30.1    A:e
USGS    08331160        2010-09-19      29.2    A:e
USGS    08331160        2010-09-20      47.9    A:e
USGS    08331160        2010-09-21      69.5    A:e
USGS    08331160        2010-09-22      173     A:e
USGS    08331160        2010-09-23      1160    A:e
USGS    08331160        2010-09-24      893     A:e
USGS    08331160        2010-09-25      554     A:e
USGS    08331160        2010-09-26      353     A:e
USGS    08331160        2010-09-27      231     A:e
USGS    08331160        2010-09-28      119     A:e
USGS    08331160        2010-09-29      75.0    A:e
USGS    08331160        2010-09-30      62.7    A:e
USGS    08331160        2010-10-01      39.9    A:e
USGS    08331160        2010-10-02      100     A:e
USGS    08331160        2010-10-03      201     A:e
USGS    08331160        2010-10-04      213     A:e
USGS    08331160        2010-10-05      38.3    A:e
USGS    08331160        2010-10-06      29.5    A:e
USGS    08331160        2010-10-07      26.5    A:e
USGS    08331160        2010-10-08      30.4    A:e
USGS    08331160        2010-10-09      30.6    A:e
USGS    08331160        2010-10-10      28.4    A:e
USGS    08331160        2010-10-11      31.5    A:e
USGS    08331160        2010-10-12      29.9    A:e
USGS    08331160        2010-10-13      29.1    A:e
USGS    08331160        2010-10-14      28.4    A:e
USGS    08331160        2010-10-15      27.5    A:e
USGS    08331160        2010-10-16      39.7    A:e
USGS    08331160        2010-10-17      28.1    A:e
USGS    08331160        2010-10-18      27.4    A:e
USGS    08331160        2010-10-19      29.4    A:e
USGS    08331160        2010-10-20      31.1    A:e
USGS    08331160        2010-10-21      56.5    A:e
USGS    08331160        2010-10-22      164     A:e
USGS    08331160        2010-10-23      131     A:e
USGS    08331160        2010-10-24      125     A:e
USGS    08331160        2010-10-25      94.9    A:e
USGS    08331160        2010-10-26      70.5    A:e
USGS    08331160        2010-10-27      74.7    A:e
USGS    08331160        2010-10-28      93.2    A:e
USGS    08331160        2010-10-29      78.6    A
USGS    08331160        2010-10-30      71.2    A
USGS    08331160        2010-10-31      125     A
USGS    08331160        2010-11-01      273     A
USGS    08331160        2010-11-02      274     A
USGS    08331160        2010-11-03      275     A
USGS    08331160        2010-11-04      331     A
USGS    08331160        2010-11-05      334     A
USGS    08331160        2010-11-06      318     A:e
USGS    08331160        2010-11-07      331     A:e
USGS    08331160        2010-11-08      312     A:e
USGS    08331160        2010-11-09      348     A:e
USGS    08331160        2010-11-10      437     A:e
USGS    08331160        2010-11-11      473     A:e
USGS    08331160        2010-11-12      490     A:e
USGS    08331160        2010-11-13      507     A:e
USGS    08331160        2010-11-14      505     A:e
USGS    08331160        2010-11-15      502     A:e
USGS    08331160        2010-11-16      542     A
USGS    08331160        2010-11-17      541     A
USGS    08331160        2010-11-18      543     A
USGS    08331160        2010-11-19      535     A
USGS    08331160        2010-11-20      536     A
USGS    08331160        2010-11-21      527     A
USGS    08331160        2010-11-22      516     A
USGS    08331160        2010-11-23      499     A
USGS    08331160        2010-11-24      479     A
USGS    08331160        2010-11-25      464     A
USGS    08331160        2010-11-26      530     A
USGS    08331160        2010-11-27      502     A
USGS    08331160        2010-11-28      452     A
USGS    08331160        2010-11-29      432     A
USGS    08331160        2010-11-30      427     A
USGS    08331160        2010-12-01      430     A
USGS    08331160        2010-12-02      428     A
USGS    08331160        2010-12-03      419     A
USGS    08331160        2010-12-04      402     A
USGS    08331160        2010-12-05      397     A
USGS    08331160        2010-12-06      405     A
USGS    08331160        2010-12-07      411     A
USGS    08331160        2010-12-08      479     A
USGS    08331160        2010-12-09      483     A
USGS    08331160        2010-12-10      489     A
USGS    08331160        2010-12-11      488     A
USGS    08331160        2010-12-12      483     A
USGS    08331160        2010-12-13      476     A
USGS    08331160        2010-12-14      584     A
USGS    08331160        2010-12-15      866     A:e
USGS    08331160        2010-12-16      1040    A:e
USGS    08331160        2010-12-17      1670    A:e
USGS    08331160        2010-12-18      1150    A:e
USGS    08331160        2010-12-19      1160    A:e
USGS    08331160        2010-12-20      1180    A:e
USGS    08331160        2010-12-21      1160    A:e
USGS    08331160        2010-12-22      1140    A:e
USGS    08331160        2010-12-23      1070    A:e
USGS    08331160        2010-12-24      934     A:e
USGS    08331160        2010-12-25      864     A:e
USGS    08331160        2010-12-26      846     A:e
USGS    08331160        2010-12-27      849     A:e
USGS    08331160        2010-12-28      883     A:e
USGS    08331160        2010-12-29      942     A:e
USGS    08331160        2010-12-30      816     A:e
USGS    08331160        2010-12-31      735     A:e
USGS    08331160        2011-01-01      647     A:e
USGS    08331160        2011-01-02      613     A:e
USGS    08331160        2011-01-03      643     A:e
USGS    08331160        2011-01-04      603     A:e
USGS    08331160        2011-01-05      559     A:e
USGS    08331160        2011-01-06      504     A:e
USGS    08331160        2011-01-07      471     A:e
USGS    08331160        2011-01-08      519     A
USGS    08331160        2011-01-09      446     A
USGS    08331160        2011-01-10      453     A
USGS    08331160        2011-01-11      464     A
USGS    08331160        2011-01-12      592     A
USGS    08331160        2011-01-13      599     A
USGS    08331160        2011-01-14      620     A
USGS    08331160        2011-01-15      621     A:e
USGS    08331160        2011-01-16      629     A:e
USGS    08331160        2011-01-17      632     A:e
USGS    08331160        2011-01-18      653     A:e
USGS    08331160        2011-01-19      652     A:e
USGS    08331160        2011-01-20      513     A:e
USGS    08331160        2011-01-21      533     A:e
USGS    08331160        2011-01-22      583     A:e
USGS    08331160        2011-01-23      570     A:e
USGS    08331160        2011-01-24      588     A:e
USGS    08331160        2011-01-25      602     A:e
USGS    08331160        2011-01-26      681     A:e
USGS    08331160        2011-01-27      707     A:e
USGS    08331160        2011-01-28      707     A:e
USGS    08331160        2011-01-29      703     A:e
USGS    08331160        2011-01-30      676     A:e
USGS    08331160        2011-01-31      629     A:e
USGS    08331160        2011-02-01      614     A
USGS    08331160        2011-02-02      633     A
USGS    08331160        2011-02-03      502     A
USGS    08331160        2011-02-04      510     A:e
USGS    08331160        2011-02-05      448     A:e
USGS    08331160        2011-02-06      392     A:e
USGS    08331160        2011-02-07      375     A:e
USGS    08331160        2011-02-08      422     A:e
USGS    08331160        2011-02-09      546     A:e
USGS    08331160        2011-02-10      623     A:e
USGS    08331160        2011-02-11      582     A:e
USGS    08331160        2011-02-12      542     A:e
USGS    08331160        2011-02-13      533     A:e
USGS    08331160        2011-02-14      537     A:e
USGS    08331160        2011-02-15      531     A:e
USGS    08331160        2011-02-16      544     A:e
USGS    08331160        2011-02-17      559     A:e
USGS    08331160        2011-02-18      616     A:e
USGS    08331160        2011-02-19      644     A:e
USGS    08331160        2011-02-20      674     A:e
USGS    08331160        2011-02-21      627     A:e
USGS    08331160        2011-02-22      612     A:e
USGS    08331160        2011-02-23      635     A:e
USGS    08331160        2011-02-24      629     A:e
USGS    08331160        2011-02-25      642     A:e
USGS    08331160        2011-02-26      597     A:e
USGS    08331160        2011-02-27      603     A:e
USGS    08331160        2011-02-28      593     A:e
USGS    08331160        2011-03-01      535     A:e
USGS    08331160        2011-03-02      541     A:e
USGS    08331160        2011-03-03      569     A:e
USGS    08331160        2011-03-04      540     A:e
USGS    08331160        2011-03-05      602     A
USGS    08331160        2011-03-06      608     A
USGS    08331160        2011-03-07      587     A
USGS    08331160        2011-03-08      580     A
USGS    08331160        2011-03-09      507     A
USGS    08331160        2011-03-10      522     A
USGS    08331160        2011-03-11      473     A
USGS    08331160        2011-03-12      431     A
USGS    08331160        2011-03-13      407     A
USGS    08331160        2011-03-14      394     A
USGS    08331160        2011-03-15      362     A
USGS    08331160        2011-03-16      320     A
USGS    08331160        2011-03-17      305     A
USGS    08331160        2011-03-18      300     A
USGS    08331160        2011-03-19      301     A
USGS    08331160        2011-03-20      293     A
USGS    08331160        2011-03-21      284     A
USGS    08331160        2011-03-22      299     A
USGS    08331160        2011-03-23      341     A
USGS    08331160        2011-03-24      327     A
USGS    08331160        2011-03-25      366     A
USGS    08331160        2011-03-26      355     A
USGS    08331160        2011-03-27      293     A
USGS    08331160        2011-03-28      256     A
USGS    08331160        2011-03-29      208     A
USGS    08331160        2011-03-30      151     A
USGS    08331160        2011-03-31      135     A
USGS    08331160        2011-04-01      130     A
USGS    08331160        2011-04-02      134     A
USGS    08331160        2011-04-03      150     A
USGS    08331160        2011-04-04      162     A
USGS    08331160        2011-04-05      149     A:e
USGS    08331160        2011-04-06      130     A:e
USGS    08331160        2011-04-07      120     A:e
USGS    08331160        2011-04-08      116     A:e
USGS    08331160        2011-04-09      153     A:e
USGS    08331160        2011-04-10      216     A:e
USGS    08331160        2011-04-11      203     A:e
USGS    08331160        2011-04-12      169     A:e
USGS    08331160        2011-04-13      133     A:e
USGS    08331160        2011-04-14      106     A
USGS    08331160        2011-04-15      110     A
USGS    08331160        2011-04-16      125     A
USGS    08331160        2011-04-17      131     A
USGS    08331160        2011-04-18      129     A
USGS    08331160        2011-04-19      132     A
USGS    08331160        2011-04-20      133     A
USGS    08331160        2011-04-21      176     A
USGS    08331160        2011-04-22      139     A
USGS    08331160        2011-04-23      190     A:e
USGS    08331160        2011-04-24      314     A:e
USGS    08331160        2011-04-25      423     A:e
USGS    08331160        2011-04-26      412     A:e
USGS    08331160        2011-04-27      396     A:e
USGS    08331160        2011-04-28      361     A
USGS    08331160        2011-04-29      370     A
USGS    08331160        2011-04-30      350     A
USGS    08331160        2011-05-01      346     A
USGS    08331160        2011-05-02      395     A
USGS    08331160        2011-05-03      374     A
USGS    08331160        2011-05-04      350     A
USGS    08331160        2011-05-05      310     A
USGS    08331160        2011-05-06      270     A
USGS    08331160        2011-05-07      258     A
USGS    08331160        2011-05-08      211     A
USGS    08331160        2011-05-09      223     A
USGS    08331160        2011-05-10      243     A
USGS    08331160        2011-05-11      324     A
USGS    08331160        2011-05-12      378     A
USGS    08331160        2011-05-13      371     A
USGS    08331160        2011-05-14      367     A
USGS    08331160        2011-05-15      387     A
USGS    08331160        2011-05-16      409     A
USGS    08331160        2011-05-17      373     A
USGS    08331160        2011-05-18      329     A
USGS    08331160        2011-05-19      339     A
USGS    08331160        2011-05-20      358     A
USGS    08331160        2011-05-21      399     A
USGS    08331160        2011-05-22      453     A
USGS    08331160        2011-05-23      461     A
USGS    08331160        2011-05-24      447     A
USGS    08331160        2011-05-25      469     A
USGS    08331160        2011-05-26      482     A
USGS    08331160        2011-05-27      473     A
USGS    08331160        2011-05-28      448     A
USGS    08331160        2011-05-29      425     A
USGS    08331160        2011-05-30      458     A
USGS    08331160        2011-05-31      532     A
USGS    08331160        2011-06-01      567     A
USGS    08331160        2011-06-02      599     A
USGS    08331160        2011-06-03      682     A
USGS    08331160        2011-06-04      882     A
USGS    08331160        2011-06-05      862     A
USGS    08331160        2011-06-06      878     A
USGS    08331160        2011-06-07      828     A
USGS    08331160        2011-06-08      760     A
USGS    08331160        2011-06-09      734     A
USGS    08331160        2011-06-10      704     A
USGS    08331160        2011-06-11      714     A
USGS    08331160        2011-06-12      695     A
USGS    08331160        2011-06-13      694     A
USGS    08331160        2011-06-14      560     A
USGS    08331160        2011-06-15      430     A:e
USGS    08331160        2011-06-16      350     A:e
USGS    08331160        2011-06-17      300     A:e
USGS    08331160        2011-06-18      246     A:e
USGS    08331160        2011-06-19      200     A:e
USGS    08331160        2011-06-20      195     A:e
USGS    08331160        2011-06-21      201     A
USGS    08331160        2011-06-22      151     A
USGS    08331160        2011-06-23      149     A
USGS    08331160        2011-06-24      115     A
USGS    08331160        2011-06-25      140     A
USGS    08331160        2011-06-26      146     A
USGS    08331160        2011-06-27      159     A
USGS    08331160        2011-06-28      132     A
USGS    08331160        2011-06-29      174     A
USGS    08331160        2011-06-30      130     A
USGS    08331160        2011-07-01      116     A
USGS    08331160        2011-07-02      107     A
USGS    08331160        2011-07-03      107     A
USGS    08331160        2011-07-04      108     A
USGS    08331160        2011-07-05      107     A
USGS    08331160        2011-07-06      104     A
USGS    08331160        2011-07-07      95.8    A
USGS    08331160        2011-07-08      88.8    A
USGS    08331160        2011-07-09      88.3    A
USGS    08331160        2011-07-10      88.5    A
USGS    08331160        2011-07-11      78.8    A
USGS    08331160        2011-07-12      85.2    A
USGS    08331160        2011-07-13      107     A
USGS    08331160        2011-07-14      78.6    A
USGS    08331160        2011-07-15      67.7    A
USGS    08331160        2011-07-16      69.1    A
USGS    08331160        2011-07-17      70.5    A
USGS    08331160        2011-07-18      65.3    A
USGS    08331160        2011-07-19      56.1    A
USGS    08331160        2011-07-20      55.2    A
USGS    08331160        2011-07-21      61.3    A
USGS    08331160        2011-07-22      56.9    A
USGS    08331160        2011-07-23      63.5    A:e
USGS    08331160        2011-07-24      61.3    A:e
USGS    08331160        2011-07-25      360     A
USGS    08331160        2011-07-26      224     A
USGS    08331160        2011-07-27      230     A
USGS    08331160        2011-07-28      73.7    A
USGS    08331160        2011-07-29      39.7    A
USGS    08331160        2011-07-30      44.4    A
USGS    08331160        2011-07-31      65.8    A
USGS    08331160        2011-08-01      143     A
USGS    08331160        2011-08-02      86.8    A
USGS    08331160        2011-08-03      73.2    A
USGS    08331160        2011-08-04      267     A
USGS    08331160        2011-08-05      123     A
USGS    08331160        2011-08-06      64.5    A:e
USGS    08331160        2011-08-07      43.0    A:e
USGS    08331160        2011-08-08      31.2    A:e
USGS    08331160        2011-08-09      24.9    A:e
USGS    08331160        2011-08-10      30.0    A:e
USGS    08331160        2011-08-11      28.1    A
USGS    08331160        2011-08-12      22.4    A:e
USGS    08331160        2011-08-13      14.0    A:e
USGS    08331160        2011-08-14      26.5    A:e
USGS    08331160        2011-08-15      44.5    A
USGS    08331160        2011-08-16      51.9    A
USGS    08331160        2011-08-17      43.3    A
USGS    08331160        2011-08-18      89.4    A
USGS    08331160        2011-08-19      80.9    A
USGS    08331160        2011-08-20      113     A
USGS    08331160        2011-08-21      271     A
USGS    08331160        2011-08-22      332     A
USGS    08331160        2011-08-23      384     A
USGS    08331160        2011-08-24      406     A
USGS    08331160        2011-08-25      435     A
USGS    08331160        2011-08-26      269     A
USGS    08331160        2011-08-27      74.4    A
USGS    08331160        2011-08-28      32.6    A:e
USGS    08331160        2011-08-29      20.1    A:e
USGS    08331160        2011-08-30      25.4    A:e
USGS    08331160        2011-08-31      28.4    A:e
USGS    08331160        2011-09-01      25.1    A:e
USGS    08331160        2011-09-02      14.8    A:e
USGS    08331160        2011-09-03      11.8    A:e
USGS    08331160        2011-09-04      15.8    A:e
USGS    08331160        2011-09-05      20.1    A:e
USGS    08331160        2011-09-06      16.8    A:e
USGS    08331160        2011-09-07      22.6    A
USGS    08331160        2011-09-08      17.9    A
USGS    08331160        2011-09-09      19.1    A
USGS    08331160        2011-09-10      21.8    A
USGS    08331160        2011-09-11      23.6    A
USGS    08331160        2011-09-12      21.9    A
USGS    08331160        2011-09-13      20.4    A
USGS    08331160        2011-09-14      21.2    A
USGS    08331160        2011-09-15      73.2    A
USGS    08331160        2011-09-16      32.2    A
USGS    08331160        2011-09-17      40.3    A
USGS    08331160        2011-09-18      55.6    A
USGS    08331160        2011-09-19      41.3    A
USGS    08331160        2011-09-20      25.7    A
USGS    08331160        2011-09-21      23.9    A
USGS    08331160        2011-09-22      23.7    A
USGS    08331160        2011-09-23      22.4    A
USGS    08331160        2011-09-24      22.4    A
USGS    08331160        2011-09-25      22.3    A
USGS    08331160        2011-09-26      21.8    A
USGS    08331160        2011-09-27      21.2    A
USGS    08331160        2011-09-28      22.2    A
USGS    08331160        2011-09-29      22.5    A
USGS    08331160        2011-09-30      23.3    A
USGS    08331160        2011-10-01      23.4    A
USGS    08331160        2011-10-02      23.2    A
USGS    08331160        2011-10-03      29.0    A
USGS    08331160        2011-10-04      26.7    A
USGS    08331160        2011-10-05      155     A
USGS    08331160        2011-10-06      180     A
USGS    08331160        2011-10-07      80.1    A
USGS    08331160        2011-10-08      341     A
USGS    08331160        2011-10-09      230     A
USGS    08331160        2011-10-10      118     A
USGS    08331160        2011-10-11      66.5    A
USGS    08331160        2011-10-12      72.8    A
USGS    08331160        2011-10-13      85.7    A
USGS    08331160        2011-10-14      77.0    A
USGS    08331160        2011-10-15      68.2    A
USGS    08331160        2011-10-16      73.3    A
USGS    08331160        2011-10-17      42.3    A
USGS    08331160        2011-10-18      23.3    A
USGS    08331160        2011-10-19      21.1    A
USGS    08331160        2011-10-20      31.6    A
USGS    08331160        2011-10-21      25.0    A
USGS    08331160        2011-10-22      18.9    A
USGS    08331160        2011-10-23      33.2    A
USGS    08331160        2011-10-24      29.1    A
USGS    08331160        2011-10-25      13.0    A
USGS    08331160        2011-10-26      14.0    A:e
USGS    08331160        2011-10-27      29.0    A
USGS    08331160        2011-10-28      81.0    A
USGS    08331160        2011-10-29      273     A
USGS    08331160        2011-10-30      237     A
USGS    08331160        2011-10-31      300     A
USGS    08331160        2011-11-01      457     A
USGS    08331160        2011-11-02      383     A
USGS    08331160        2011-11-03      429     A
USGS    08331160        2011-11-04      448     A
USGS    08331160        2011-11-05      502     A
USGS    08331160        2011-11-06      557     A
USGS    08331160        2011-11-07      530     A
USGS    08331160        2011-11-08      565     A
USGS    08331160        2011-11-09      614     A
USGS    08331160        2011-11-10      893     A
USGS    08331160        2011-11-11      653     A
USGS    08331160        2011-11-12      497     A
USGS    08331160        2011-11-13      501     A
USGS    08331160        2011-11-14      831     A
USGS    08331160        2011-11-15      1050    A
USGS    08331160        2011-11-16      1100    A
USGS    08331160        2011-11-17      955     A
USGS    08331160        2011-11-18      943     A
USGS    08331160        2011-11-19      963     A
USGS    08331160        2011-11-20      1000    A
USGS    08331160        2011-11-21      1040    A
USGS    08331160        2011-11-22      1080    A
USGS    08331160        2011-11-23      1070    A
USGS    08331160        2011-11-24      1050    A
USGS    08331160        2011-11-25      1010    A
USGS    08331160        2011-11-26      1010    A
USGS    08331160        2011-11-27      1010    A:e
USGS    08331160        2011-11-28      1000    A:e
USGS    08331160        2011-11-29      973     A:e
USGS    08331160        2011-11-30      985     A
USGS    08331160        2011-12-01      970     A
USGS    08331160        2011-12-02      921     A
USGS    08331160        2011-12-03      944     A
USGS    08331160        2011-12-04      885     A
USGS    08331160        2011-12-05      861     A
USGS    08331160        2011-12-06      821     A
USGS    08331160        2011-12-07      726     A
USGS    08331160        2011-12-08      589     A
USGS    08331160        2011-12-09      560     A
USGS    08331160        2011-12-10      519     A
USGS    08331160        2011-12-11      612     A
USGS    08331160        2011-12-12      615     A
USGS    08331160        2011-12-13      625     A
USGS    08331160        2011-12-14      754     A
USGS    08331160        2011-12-15      732     A
USGS    08331160        2011-12-16      446     A
USGS    08331160        2011-12-17      717     A
USGS    08331160        2011-12-18      758     A
USGS    08331160        2011-12-19      832     A
USGS    08331160        2011-12-20      938     A
USGS    08331160        2011-12-21      804     A
USGS    08331160        2011-12-22      826     A
USGS    08331160        2011-12-23      775     A
USGS    08331160        2011-12-24      732     A
USGS    08331160        2011-12-25      606     A
USGS    08331160        2011-12-26      591     A
USGS    08331160        2011-12-27      614     A
USGS    08331160        2011-12-28      567     A
USGS    08331160        2011-12-29      527     A
USGS    08331160        2011-12-30      752     A
USGS    08331160        2011-12-31      743     A
USGS    08331160        2012-01-01      600     A
USGS    08331160        2012-01-02      584     A
USGS    08331160        2012-01-03      591     A
USGS    08331160        2012-01-04      610     A
USGS    08331160        2012-01-05      669     A
USGS    08331160        2012-01-06      674     A
USGS    08331160        2012-01-07      688     A
USGS    08331160        2012-01-08      670     A
USGS    08331160        2012-01-09      639     A
USGS    08331160        2012-01-10      623     A
USGS    08331160        2012-01-11      628     A
USGS    08331160        2012-01-12      620     A
USGS    08331160        2012-01-13      620     A
USGS    08331160        2012-01-14      609     A
USGS    08331160        2012-01-15      589     A
USGS    08331160        2012-01-16      604     A
USGS    08331160        2012-01-17      596     A
USGS    08331160        2012-01-18      570     A
USGS    08331160        2012-01-19      549     A
USGS    08331160        2012-01-20      536     A
USGS    08331160        2012-01-21      525     A
USGS    08331160        2012-01-22      549     A
USGS    08331160        2012-01-23      569     A
USGS    08331160        2012-01-24      636     A
USGS    08331160        2012-01-25      650     A
USGS    08331160        2012-01-26      639     A
USGS    08331160        2012-01-27      641     A
USGS    08331160        2012-01-28      633     A
USGS    08331160        2012-01-29      624     A:e
USGS    08331160        2012-01-30      654     A:e
USGS    08331160        2012-01-31      640     A:e
USGS    08331160        2012-02-01      636     A:e
USGS    08331160        2012-02-02      649     A:e
USGS    08331160        2012-02-03      683     A:e
USGS    08331160        2012-02-04      720     A:e
USGS    08331160        2012-02-05      763     A:e
USGS    08331160        2012-02-06      793     A:e
USGS    08331160        2012-02-07      799     A
USGS    08331160        2012-02-08      785     A
USGS    08331160        2012-02-09      790     A
USGS    08331160        2012-02-10      787     A
USGS    08331160        2012-02-11      746     A
USGS    08331160        2012-02-12      744     A
USGS    08331160        2012-02-13      736     A
USGS    08331160        2012-02-14      740     A
USGS    08331160        2012-02-15      733     A
USGS    08331160        2012-02-16      751     A
USGS    08331160        2012-02-17      749     A
USGS    08331160        2012-02-18      766     A
USGS    08331160        2012-02-19      764     A
USGS    08331160        2012-02-20      767     A
USGS    08331160        2012-02-21      740     A
USGS    08331160        2012-02-22      738     A
USGS    08331160        2012-02-23      734     A
USGS    08331160        2012-02-24      654     A
USGS    08331160        2012-02-25      613     A
USGS    08331160        2012-02-26      629     A
USGS    08331160        2012-02-27      630     A
USGS    08331160        2012-02-28      636     A
USGS    08331160        2012-02-29      623     A
USGS    08331160        2012-03-01      525     A:e
USGS    08331160        2012-03-02      509     A
USGS    08331160        2012-03-03      570     A
USGS    08331160        2012-03-04      581     A
USGS    08331160        2012-03-05      451     A:e
USGS    08331160        2012-03-06      389     A:e
USGS    08331160        2012-03-07      426     A:e
USGS    08331160        2012-03-08      433     A:e
USGS    08331160        2012-03-09      471     A
USGS    08331160        2012-03-10      474     A
USGS    08331160        2012-03-11      520     A
USGS    08331160        2012-03-12      500     A
USGS    08331160        2012-03-13      429     A
USGS    08331160        2012-03-14      438     A
USGS    08331160        2012-03-15      473     A
USGS    08331160        2012-03-16      535     A:e
USGS    08331160        2012-03-17      622     A:e
USGS    08331160        2012-03-18      672     A
USGS    08331160        2012-03-19      838     A
