# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-03-12 14:21:48 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
"#    USGS 08354900 RIO GRANDE FLOODWAY AT SAN ACACIA, NM"
# -----------------------------------------------------------------------------------
#
# Data provided for site 08354900
#            TS   parameter     statistic     Description
"#         99930       00060     00003     Discharge, cubic feet per second (Mean)"
USGS    08354900        2005-12-01      980     A
USGS    08354900        2005-12-02      933     A
USGS    08354900        2005-12-03      943     A
USGS    08354900        2005-12-04      890     A
USGS    08354900        2005-12-05      869     A
USGS    08354900        2005-12-06      838     A
USGS    08354900        2005-12-07      822     A
USGS    08354900        2005-12-08      873     A
USGS    08354900        2005-12-09      873     A
USGS    08354900        2005-12-10      780     A
USGS    08354900        2005-12-11      654     A
USGS    08354900        2005-12-12      613     A
USGS    08354900        2005-12-13      596     A
USGS    08354900        2005-12-14      584     A
USGS    08354900        2005-12-15      792     A
USGS    08354900        2005-12-16      943     A
USGS    08354900        2005-12-17      892     A
USGS    08354900        2005-12-18      850     A
USGS    08354900        2005-12-19      740     A
USGS    08354900        2005-12-20      724     A
USGS    08354900        2005-12-21      722     A
USGS    08354900        2005-12-22      722     A
USGS    08354900        2005-12-23      724     A
USGS    08354900        2005-12-24      732     A
USGS    08354900        2005-12-25      766     A
USGS    08354900        2005-12-26      775     A
USGS    08354900        2005-12-27      761     A
USGS    08354900        2005-12-28      768     A
USGS    08354900        2005-12-29      779     A
USGS    08354900        2005-12-30      862     A
USGS    08354900        2005-12-31      873     A
USGS    08354900        2006-01-01      854     A
USGS    08354900        2006-01-02      797     A
USGS    08354900        2006-01-03      784     A
USGS    08354900        2006-01-04      789     A
USGS    08354900        2006-01-05      780     A
USGS    08354900        2006-01-06      826     A
USGS    08354900        2006-01-07      859     A
USGS    08354900        2006-01-08      814     A
USGS    08354900        2006-01-09      690     A
USGS    08354900        2006-01-10      664     A
USGS    08354900        2006-01-11      649     A
USGS    08354900        2006-01-12      634     A
USGS    08354900        2006-01-13      625     A
USGS    08354900        2006-01-14      586     A
USGS    08354900        2006-01-15      580     A
USGS    08354900        2006-01-16      548     A
USGS    08354900        2006-01-17      536     A
USGS    08354900        2006-01-18      535     A
USGS    08354900        2006-01-19      530     A
USGS    08354900        2006-01-20      534     A
USGS    08354900        2006-01-21      538     A
USGS    08354900        2006-01-22      543     A
USGS    08354900        2006-01-23      575     A
USGS    08354900        2006-01-24      594     A
USGS    08354900        2006-01-25      600     A
USGS    08354900        2006-01-26      575     A
USGS    08354900        2006-01-27      576     A
USGS    08354900        2006-01-28      581     A
USGS    08354900        2006-01-29      573     A
USGS    08354900        2006-01-30      578     A
USGS    08354900        2006-01-31      577     A
USGS    08354900        2006-02-01      596     A
USGS    08354900        2006-02-02      610     A
USGS    08354900        2006-02-03      635     A
USGS    08354900        2006-02-04      645     A:e
USGS    08354900        2006-02-05      652     A:e
USGS    08354900        2006-02-06      642     A:e
USGS    08354900        2006-02-07      660     A:e
USGS    08354900        2006-02-08      662     A
USGS    08354900        2006-02-09      665     A
USGS    08354900        2006-02-10      664     A
USGS    08354900        2006-02-11      657     A
USGS    08354900        2006-02-12      653     A
USGS    08354900        2006-02-13      650     A
USGS    08354900        2006-02-14      654     A
USGS    08354900        2006-02-15      646     A
USGS    08354900        2006-02-16      599     A
USGS    08354900        2006-02-17      584     A
USGS    08354900        2006-02-18      613     A
USGS    08354900        2006-02-19      620     A
USGS    08354900        2006-02-20      621     A
USGS    08354900        2006-02-21      620     A
USGS    08354900        2006-02-22      623     A
USGS    08354900        2006-02-23      620     A
USGS    08354900        2006-02-24      614     A
USGS    08354900        2006-02-25      620     A
USGS    08354900        2006-02-26      627     A
USGS    08354900        2006-02-27      632     A
USGS    08354900        2006-02-28      595     A
USGS    08354900        2006-03-01      523     A
USGS    08354900        2006-03-02      474     A
USGS    08354900        2006-03-03      414     A
USGS    08354900        2006-03-04      388     A
USGS    08354900        2006-03-05      425     A
USGS    08354900        2006-03-06      432     A
USGS    08354900        2006-03-07      419     A
USGS    08354900        2006-03-08      374     A
USGS    08354900        2006-03-09      342     A
USGS    08354900        2006-03-10      310     A
USGS    08354900        2006-03-11      312     A
USGS    08354900        2006-03-12      351     A:e
USGS    08354900        2006-03-13      345     A:e
USGS    08354900        2006-03-14      279     A:e
USGS    08354900        2006-03-15      217     A:e
USGS    08354900        2006-03-16      179     A
USGS    08354900        2006-03-17      180     A
USGS    08354900        2006-03-18      182     A
USGS    08354900        2006-03-19      180     A
USGS    08354900        2006-03-20      180     A
USGS    08354900        2006-03-21      176     A
USGS    08354900        2006-03-22      171     A
USGS    08354900        2006-03-23      171     A
USGS    08354900        2006-03-24      174     A
USGS    08354900        2006-03-25      175     A
USGS    08354900        2006-03-26      176     A
USGS    08354900        2006-03-27      166     A
USGS    08354900        2006-03-28      160     A
USGS    08354900        2006-03-29      162     A
USGS    08354900        2006-03-30      159     A
USGS    08354900        2006-03-31      147     A
USGS    08354900        2006-04-01      153     A
USGS    08354900        2006-04-02      158     A
USGS    08354900        2006-04-03      157     A
USGS    08354900        2006-04-04      156     A
USGS    08354900        2006-04-05      148     A
USGS    08354900        2006-04-06      145     A
USGS    08354900        2006-04-07      143     A
USGS    08354900        2006-04-08      148     A
USGS    08354900        2006-04-09      150     A
USGS    08354900        2006-04-10      149     A
USGS    08354900        2006-04-11      152     A
USGS    08354900        2006-04-12      161     A
USGS    08354900        2006-04-13      166     A
USGS    08354900        2006-04-14      173     A
USGS    08354900        2006-04-15      179     A
USGS    08354900        2006-04-16      178     A
USGS    08354900        2006-04-17      183     A
USGS    08354900        2006-04-18      204     A
USGS    08354900        2006-04-19      177     A
USGS    08354900        2006-04-20      184     A
USGS    08354900        2006-04-21      174     A
USGS    08354900        2006-04-22      175     A
USGS    08354900        2006-04-23      176     A
USGS    08354900        2006-04-24      174     A
USGS    08354900        2006-04-25      175     A
USGS    08354900        2006-04-26      177     A
USGS    08354900        2006-04-27      176     A
USGS    08354900        2006-04-28      174     A
USGS    08354900        2006-04-29      174     A
USGS    08354900        2006-04-30      172     A
USGS    08354900        2006-05-01      176     A
USGS    08354900        2006-05-02      180     A
USGS    08354900        2006-05-03      172     A
USGS    08354900        2006-05-04      170     A
USGS    08354900        2006-05-05      169     A
USGS    08354900        2006-05-06      169     A
USGS    08354900        2006-05-07      171     A
USGS    08354900        2006-05-08      172     A
USGS    08354900        2006-05-09      172     A
USGS    08354900        2006-05-10      170     A
USGS    08354900        2006-05-11      169     A
USGS    08354900        2006-05-12      178     A
USGS    08354900        2006-05-13      182     A
USGS    08354900        2006-05-14      192     A
USGS    08354900        2006-05-15      185     A
USGS    08354900        2006-05-16      180     A
USGS    08354900        2006-05-17      173     A
USGS    08354900        2006-05-18      175     A
USGS    08354900        2006-05-19      171     A
USGS    08354900        2006-05-20      165     A
USGS    08354900        2006-05-21      163     A
USGS    08354900        2006-05-22      160     A
USGS    08354900        2006-05-23      148     A
USGS    08354900        2006-05-24      144     A
USGS    08354900        2006-05-25      154     A
USGS    08354900        2006-05-26      161     A
USGS    08354900        2006-05-27      166     A
USGS    08354900        2006-05-28      170     A
USGS    08354900        2006-05-29      172     A
USGS    08354900        2006-05-30      174     A
USGS    08354900        2006-05-31      182     A
USGS    08354900        2006-06-01      190     A
USGS    08354900        2006-06-02      190     A
USGS    08354900        2006-06-03      190     A
USGS    08354900        2006-06-04      191     A
USGS    08354900        2006-06-05      191     A
USGS    08354900        2006-06-06      192     A
USGS    08354900        2006-06-07      190     A
USGS    08354900        2006-06-08      188     A
USGS    08354900        2006-06-09      186     A
USGS    08354900        2006-06-10      192     A
USGS    08354900        2006-06-11      188     A
USGS    08354900        2006-06-12      190     A
USGS    08354900        2006-06-13      186     A
USGS    08354900        2006-06-14      187     A
USGS    08354900        2006-06-15      186     A
USGS    08354900        2006-06-16      181     A
USGS    08354900        2006-06-17      181     A
USGS    08354900        2006-06-18      178     A
USGS    08354900        2006-06-19      174     A
USGS    08354900        2006-06-20      166     A
USGS    08354900        2006-06-21      158     A
USGS    08354900        2006-06-22      148     A
USGS    08354900        2006-06-23      137     A
USGS    08354900        2006-06-24      131     A
USGS    08354900        2006-06-25      119     A
USGS    08354900        2006-06-26      118     A
USGS    08354900        2006-06-27      182     A
USGS    08354900        2006-06-28      262     A
USGS    08354900        2006-06-29      708     A
USGS    08354900        2006-06-30      580     A
USGS    08354900        2006-07-01      351     A
USGS    08354900        2006-07-02      276     A
USGS    08354900        2006-07-03      209     A
USGS    08354900        2006-07-04      170     A
USGS    08354900        2006-07-05      219     A
USGS    08354900        2006-07-06      946     A
USGS    08354900        2006-07-07      779     A
USGS    08354900        2006-07-08      910     A
USGS    08354900        2006-07-09      1490    A
USGS    08354900        2006-07-10      1000    A
USGS    08354900        2006-07-11      742     A
USGS    08354900        2006-07-12      601     A
USGS    08354900        2006-07-13      722     A
USGS    08354900        2006-07-14      398     A
USGS    08354900        2006-07-15      242     A
USGS    08354900        2006-07-16      203     A
USGS    08354900        2006-07-17      136     A
USGS    08354900        2006-07-18      115     A
USGS    08354900        2006-07-19      168     A
USGS    08354900        2006-07-20      108     A
USGS    08354900        2006-07-21      94.0    A
USGS    08354900        2006-07-22      86.9    A
USGS    08354900        2006-07-23      89.4    A
USGS    08354900        2006-07-24      84.2    A
USGS    08354900        2006-07-25      72.1    A
USGS    08354900        2006-07-26      156     A
USGS    08354900        2006-07-27      325     A
USGS    08354900        2006-07-28      611     A
USGS    08354900        2006-07-29      780     A
USGS    08354900        2006-07-30      895     A
USGS    08354900        2006-07-31      1130    A
USGS    08354900        2006-08-01      3380    A:e
USGS    08354900        2006-08-02      2790    A:e
USGS    08354900        2006-08-03      2240    A:e
USGS    08354900        2006-08-04      3690    A:e
USGS    08354900        2006-08-05      3600    A:e
USGS    08354900        2006-08-06      2130    A
USGS    08354900        2006-08-07      4030    A:e
USGS    08354900        2006-08-08      4320    A:e
USGS    08354900        2006-08-09      3410    A
USGS    08354900        2006-08-10      4630    A:e
USGS    08354900        2006-08-11      4150    A:e
USGS    08354900        2006-08-12      2390    A:e
USGS    08354900        2006-08-13      1250    A
USGS    08354900        2006-08-14      1450    A
USGS    08354900        2006-08-15      1860    A
USGS    08354900        2006-08-16      2610    A:e
USGS    08354900        2006-08-17      2730    A:e
USGS    08354900        2006-08-18      2740    A
USGS    08354900        2006-08-19      2150    A
USGS    08354900        2006-08-20      2480    A:e
USGS    08354900        2006-08-21      1660    A
USGS    08354900        2006-08-22      2230    A:e
USGS    08354900        2006-08-23      2620    A:e
USGS    08354900        2006-08-24      3210    A:e
USGS    08354900        2006-08-25      2980    A:e
USGS    08354900        2006-08-26      2720    A:e
USGS    08354900        2006-08-27      2100    A
USGS    08354900        2006-08-28      1730    A
USGS    08354900        2006-08-29      1450    A:e
USGS    08354900        2006-08-30      1210    A
USGS    08354900        2006-08-31      925     A:e
USGS    08354900        2006-09-01      576     A:e
USGS    08354900        2006-09-02      500     A:e
USGS    08354900        2006-09-03      363     A:e
USGS    08354900        2006-09-04      363     A:e
USGS    08354900        2006-09-05      171     A:e
USGS    08354900        2006-09-06      194     A:e
USGS    08354900        2006-09-07      265     A:e
USGS    08354900        2006-09-08      344     A
USGS    08354900        2006-09-09      356     A
USGS    08354900        2006-09-10      681     A
USGS    08354900        2006-09-11      599     A:e
USGS    08354900        2006-09-12      496     A:e
USGS    08354900        2006-09-13      458     A:e
USGS    08354900        2006-09-14      359     A
USGS    08354900        2006-09-15      245     A
USGS    08354900        2006-09-16      189     A
USGS    08354900        2006-09-17      166     A
USGS    08354900        2006-09-18      122     A
USGS    08354900        2006-09-19      94.7    A
USGS    08354900        2006-09-20      104     A
USGS    08354900        2006-09-21      116     A
USGS    08354900        2006-09-22      136     A
USGS    08354900        2006-09-23      139     A
USGS    08354900        2006-09-24      157     A
USGS    08354900        2006-09-25      203     A
USGS    08354900        2006-09-26      194     A
USGS    08354900        2006-09-27      192     A
USGS    08354900        2006-09-28      198     A
USGS    08354900        2006-09-29      205     A
USGS    08354900        2006-09-30      200     A
USGS    08354900        2006-10-01      139     A
USGS    08354900        2006-10-02      152     A
USGS    08354900        2006-10-03      169     A
USGS    08354900        2006-10-04      176     A
USGS    08354900        2006-10-05      203     A
USGS    08354900        2006-10-06      201     A
USGS    08354900        2006-10-07      217     A
USGS    08354900        2006-10-08      531     A
USGS    08354900        2006-10-09      667     A
USGS    08354900        2006-10-10      998     A
USGS    08354900        2006-10-11      1370    A
USGS    08354900        2006-10-12      1730    A
USGS    08354900        2006-10-13      1450    A
USGS    08354900        2006-10-14      1530    A
USGS    08354900        2006-10-15      1620    A
USGS    08354900        2006-10-16      1630    A
USGS    08354900        2006-10-17      1530    A
USGS    08354900        2006-10-18      1360    A
USGS    08354900        2006-10-19      1420    A
USGS    08354900        2006-10-20      1490    A
USGS    08354900        2006-10-21      1470    A
USGS    08354900        2006-10-22      1530    A
USGS    08354900        2006-10-23      1650    A
USGS    08354900        2006-10-24      1360    A
USGS    08354900        2006-10-25      1300    A
USGS    08354900        2006-10-26      1320    A
USGS    08354900        2006-10-27      1260    A
USGS    08354900        2006-10-28      1220    A
USGS    08354900        2006-10-29      1350    A
USGS    08354900        2006-10-30      1300    A:e
USGS    08354900        2006-10-31      1310    A:e
USGS    08354900        2006-11-01      1370    A:e
USGS    08354900        2006-11-02      1360    A:e
USGS    08354900        2006-11-03      1350    A:e
USGS    08354900        2006-11-04      1360    A:e
USGS    08354900        2006-11-05      1360    A:e
USGS    08354900        2006-11-06      1440    A:e
USGS    08354900        2006-11-07      1560    A:e
USGS    08354900        2006-11-08      1720    A:e
USGS    08354900        2006-11-09      1780    A:e
USGS    08354900        2006-11-10      1750    A:e
USGS    08354900        2006-11-11      1620    A:e
USGS    08354900        2006-11-12      1470    A:e
USGS    08354900        2006-11-13      1400    A:e
USGS    08354900        2006-11-14      1360    A:e
USGS    08354900        2006-11-15      1360    A:e
USGS    08354900        2006-11-16      1360    A:e
USGS    08354900        2006-11-17      1350    A:e
USGS    08354900        2006-11-18      1210    A:e
USGS    08354900        2006-11-19      1220    A:e
USGS    08354900        2006-11-20      1340    A:e
USGS    08354900        2006-11-21      1320    A:e
USGS    08354900        2006-11-22      1290    A:e
USGS    08354900        2006-11-23      1300    A:e
USGS    08354900        2006-11-24      1300    A:e
USGS    08354900        2006-11-25      1270    A:e
USGS    08354900        2006-11-26      1240    A:e
USGS    08354900        2006-11-27      1240    A:e
USGS    08354900        2006-11-28      1260    A:e
USGS    08354900        2006-11-29      1300    A:e
USGS    08354900        2006-11-30      1270    A:e
USGS    08354900        2006-12-01      1250    A:e
USGS    08354900        2006-12-02      1210    A:e
USGS    08354900        2006-12-03      1150    A:e
USGS    08354900        2006-12-04      1150    A:e
USGS    08354900        2006-12-05      1130    A:e
USGS    08354900        2006-12-06      1120    A:e
USGS    08354900        2006-12-07      1100    A:e
USGS    08354900        2006-12-08      1070    A:e
USGS    08354900        2006-12-09      1040    A:e
USGS    08354900        2006-12-10      1100    A:e
USGS    08354900        2006-12-11      1160    A:e
USGS    08354900        2006-12-12      1150    A:e
USGS    08354900        2006-12-13      1210    A:e
USGS    08354900        2006-12-14      1260    A:e
USGS    08354900        2006-12-15      1270    A:e
USGS    08354900        2006-12-16      1250    A:e
USGS    08354900        2006-12-17      1270    A:e
USGS    08354900        2006-12-18      1310    A:e
USGS    08354900        2006-12-19      1290    A:e
USGS    08354900        2006-12-20      1350    A
USGS    08354900        2006-12-21      1320    A
USGS    08354900        2006-12-22      1290    A
USGS    08354900        2006-12-23      1260    A
USGS    08354900        2006-12-24      1240    A
USGS    08354900        2006-12-25      1200    A
USGS    08354900        2006-12-26      1190    A
USGS    08354900        2006-12-27      1190    A
USGS    08354900        2006-12-28      1160    A
USGS    08354900        2006-12-29      1040    A
USGS    08354900        2006-12-30      1020    A
USGS    08354900        2006-12-31      1060    A
USGS    08354900        2007-01-01      1170    A
USGS    08354900        2007-01-02      1130    A
USGS    08354900        2007-01-03      1100    A
USGS    08354900        2007-01-04      1110    A
USGS    08354900        2007-01-05      1100    A
USGS    08354900        2007-01-06      1050    A
USGS    08354900        2007-01-07      1070    A
USGS    08354900        2007-01-08      1130    A
USGS    08354900        2007-01-09      1080    A
USGS    08354900        2007-01-10      987     A
USGS    08354900        2007-01-11      935     A
USGS    08354900        2007-01-12      933     A
USGS    08354900        2007-01-13      945     A
USGS    08354900        2007-01-14      963     A
USGS    08354900        2007-01-15      968     A
USGS    08354900        2007-01-16      946     A
USGS    08354900        2007-01-17      866     A:e
USGS    08354900        2007-01-18      818     A:e
USGS    08354900        2007-01-19      774     A:e
USGS    08354900        2007-01-20      817     A:e
USGS    08354900        2007-01-21      821     A:e
USGS    08354900        2007-01-22      813     A:e
USGS    08354900        2007-01-23      857     A:e
USGS    08354900        2007-01-24      875     A:e
USGS    08354900        2007-01-25      914     A:e
USGS    08354900        2007-01-26      937     A
USGS    08354900        2007-01-27      946     A
USGS    08354900        2007-01-28      938     A
USGS    08354900        2007-01-29      896     A:e
USGS    08354900        2007-01-30      780     A:e
USGS    08354900        2007-01-31      730     A:e
USGS    08354900        2007-02-01      721     A:e
USGS    08354900        2007-02-02      798     A:e
USGS    08354900        2007-02-03      821     A:e
USGS    08354900        2007-02-04      827     A:e
USGS    08354900        2007-02-05      840     A:e
USGS    08354900        2007-02-06      809     A:e
USGS    08354900        2007-02-07      786     A:e
USGS    08354900        2007-02-08      815     A:e
USGS    08354900        2007-02-09      850     A:e
USGS    08354900        2007-02-10      905     A:<
USGS    08354900        2007-02-11      947     A:<
USGS    08354900        2007-02-12      964     A
USGS    08354900        2007-02-13      969     A
USGS    08354900        2007-02-14      870     A:e
USGS    08354900        2007-02-15      866     A:e
USGS    08354900        2007-02-16      853     A:e
USGS    08354900        2007-02-17      870     A:e
USGS    08354900        2007-02-18      914     A:e
USGS    08354900        2007-02-19      966     A
USGS    08354900        2007-02-20      953     A
USGS    08354900        2007-02-21      946     A
USGS    08354900        2007-02-22      946     A
USGS    08354900        2007-02-23      914     A:e
USGS    08354900        2007-02-24      875     A:e
USGS    08354900        2007-02-25      835     A:e
USGS    08354900        2007-02-26      818     A:e
USGS    08354900        2007-02-27      805     A:e
USGS    08354900        2007-02-28      761     A:e
USGS    08354900        2007-03-01      739     A:e
USGS    08354900        2007-03-02      757     A:e
USGS    08354900        2007-03-03      796     A:e
USGS    08354900        2007-03-04      840     A:e
USGS    08354900        2007-03-05      857     A:e
USGS    08354900        2007-03-06      826     A:e
USGS    08354900        2007-03-07      761     A:e
USGS    08354900        2007-03-08      682     A:e
USGS    08354900        2007-03-09      605     A
USGS    08354900        2007-03-10      603     A
USGS    08354900        2007-03-11      651     A
USGS    08354900        2007-03-12      680     A
USGS    08354900        2007-03-13      642     A
USGS    08354900        2007-03-14      613     A
USGS    08354900        2007-03-15      658     A
USGS    08354900        2007-03-16      661     A
USGS    08354900        2007-03-17      796     A
USGS    08354900        2007-03-18      947     A
USGS    08354900        2007-03-19      1190    A
USGS    08354900        2007-03-20      1300    A
USGS    08354900        2007-03-21      1490    A
USGS    08354900        2007-03-22      1640    A
USGS    08354900        2007-03-23      1660    A
USGS    08354900        2007-03-24      1680    A
USGS    08354900        2007-03-25      1880    A
USGS    08354900        2007-03-26      1800    A
USGS    08354900        2007-03-27      1660    A
USGS    08354900        2007-03-28      1600    A
USGS    08354900        2007-03-29      1520    A
USGS    08354900        2007-03-30      1520    A
USGS    08354900        2007-03-31      1440    A
USGS    08354900        2007-04-01      1420    A
USGS    08354900        2007-04-02      1440    A
USGS    08354900        2007-04-03      1430    A
USGS    08354900        2007-04-04      1280    A
USGS    08354900        2007-04-05      1300    A
USGS    08354900        2007-04-06      1090    A
USGS    08354900        2007-04-07      1060    A
USGS    08354900        2007-04-08      1110    A
USGS    08354900        2007-04-09      1320    A
USGS    08354900        2007-04-10      1300    A
USGS    08354900        2007-04-11      1390    A
USGS    08354900        2007-04-12      1290    A
USGS    08354900        2007-04-13      1210    A
USGS    08354900        2007-04-14      1520    A
USGS    08354900        2007-04-15      1550    A
USGS    08354900        2007-04-16      1230    A
USGS    08354900        2007-04-17      1090    A
USGS    08354900        2007-04-18      953     A
USGS    08354900        2007-04-19      833     A
USGS    08354900        2007-04-20      725     A
USGS    08354900        2007-04-21      703     A
USGS    08354900        2007-04-22      799     A
USGS    08354900        2007-04-23      835     A
USGS    08354900        2007-04-24      816     A
USGS    08354900        2007-04-25      717     A
USGS    08354900        2007-04-26      678     A
USGS    08354900        2007-04-27      672     A
USGS    08354900        2007-04-28      574     A
USGS    08354900        2007-04-29      541     A
USGS    08354900        2007-04-30      611     A
USGS    08354900        2007-05-01      609     A
USGS    08354900        2007-05-02      599     A
USGS    08354900        2007-05-03      822     A
USGS    08354900        2007-05-04      1180    A
USGS    08354900        2007-05-05      1680    A
USGS    08354900        2007-05-06      2060    A
USGS    08354900        2007-05-07      2360    A
USGS    08354900        2007-05-08      2170    A
USGS    08354900        2007-05-09      2100    A
USGS    08354900        2007-05-10      2200    A
USGS    08354900        2007-05-11      2040    A
USGS    08354900        2007-05-12      2020    A
USGS    08354900        2007-05-13      1970    A
USGS    08354900        2007-05-14      2010    A
USGS    08354900        2007-05-15      1950    A
USGS    08354900        2007-05-16      2070    A
USGS    08354900        2007-05-17      2230    A
USGS    08354900        2007-05-18      2580    A
USGS    08354900        2007-05-19      2360    A
USGS    08354900        2007-05-20      2800    A
USGS    08354900        2007-05-21      3400    A
USGS    08354900        2007-05-22      3190    A
USGS    08354900        2007-05-23      3000    A
USGS    08354900        2007-05-24      2750    A
USGS    08354900        2007-05-25      2420    A
USGS    08354900        2007-05-26      2380    A
USGS    08354900        2007-05-27      2300    A
USGS    08354900        2007-05-28      2210    A
USGS    08354900        2007-05-29      2070    A
USGS    08354900        2007-05-30      1950    A
USGS    08354900        2007-05-31      1810    A
USGS    08354900        2007-06-01      1630    A
USGS    08354900        2007-06-02      1580    A
USGS    08354900        2007-06-03      1340    A
USGS    08354900        2007-06-04      1100    A
USGS    08354900        2007-06-05      1040    A
USGS    08354900        2007-06-06      1160    A
USGS    08354900        2007-06-07      1310    A
USGS    08354900        2007-06-08      1150    A
USGS    08354900        2007-06-09      981     A:e
USGS    08354900        2007-06-10      971     A:e
USGS    08354900        2007-06-11      871     A:e
USGS    08354900        2007-06-12      816     A:e
USGS    08354900        2007-06-13      736     A:e
USGS    08354900        2007-06-14      625     A
USGS    08354900        2007-06-15      618     A
USGS    08354900        2007-06-16      546     A
USGS    08354900        2007-06-17      549     A
USGS    08354900        2007-06-18      629     A
USGS    08354900        2007-06-19      624     A
USGS    08354900        2007-06-20      545     A
USGS    08354900        2007-06-21      479     A
USGS    08354900        2007-06-22      351     A:e
USGS    08354900        2007-06-23      273     A:e
USGS    08354900        2007-06-24      215     A:e
USGS    08354900        2007-06-25      203     A:e
USGS    08354900        2007-06-26      206     A
USGS    08354900        2007-06-27      188     A
USGS    08354900        2007-06-28      172     A
USGS    08354900        2007-06-29      150     A
USGS    08354900        2007-06-30      131     A
USGS    08354900        2007-07-01      150     A
USGS    08354900        2007-07-02      108     A
USGS    08354900        2007-07-03      88.7    A
USGS    08354900        2007-07-04      76.3    A
USGS    08354900        2007-07-05      116     A
USGS    08354900        2007-07-06      250     A
USGS    08354900        2007-07-07      279     A
USGS    08354900        2007-07-08      224     A
USGS    08354900        2007-07-09      184     A
USGS    08354900        2007-07-10      179     A
USGS    08354900        2007-07-11      148     A
USGS    08354900        2007-07-12      115     A
USGS    08354900        2007-07-13      91.7    A
USGS    08354900        2007-07-14      82.1    A
USGS    08354900        2007-07-15      81.4    A
USGS    08354900        2007-07-16      73.2    A
USGS    08354900        2007-07-17      62.1    A
USGS    08354900        2007-07-18      54.6    A
USGS    08354900        2007-07-19      44.8    A
USGS    08354900        2007-07-20      33.8    A
USGS    08354900        2007-07-21      24.7    A
USGS    08354900        2007-07-22      22.7    A
USGS    08354900        2007-07-23      57.0    A
USGS    08354900        2007-07-24      123     A:e
USGS    08354900        2007-07-25      135     A
USGS    08354900        2007-07-26      182     A
USGS    08354900        2007-07-27      263     A
USGS    08354900        2007-07-28      107     A
USGS    08354900        2007-07-29      57.9    A
USGS    08354900        2007-07-30      83.7    A
USGS    08354900        2007-07-31      117     A
USGS    08354900        2007-08-01      153     A
USGS    08354900        2007-08-02      218     A
USGS    08354900        2007-08-03      312     A
USGS    08354900        2007-08-04      208     A
USGS    08354900        2007-08-05      170     A
USGS    08354900        2007-08-06      144     A
USGS    08354900        2007-08-07      518     A
USGS    08354900        2007-08-08      457     A
USGS    08354900        2007-08-09      316     A
USGS    08354900        2007-08-10      240     A
USGS    08354900        2007-08-11      210     A
USGS    08354900        2007-08-12      179     A
USGS    08354900        2007-08-13      189     A
USGS    08354900        2007-08-14      60.1    A
USGS    08354900        2007-08-15      8.50    A:<
USGS    08354900        2007-08-16      16.0    A:e
USGS    08354900        2007-08-17      27.0    A
USGS    08354900        2007-08-18      27.7    A
USGS    08354900        2007-08-19      28.0    A
USGS    08354900        2007-08-20      27.4    A
USGS    08354900        2007-08-21      23.6    A
USGS    08354900        2007-08-22      21.1    A
USGS    08354900        2007-08-23      18.3    A
USGS    08354900        2007-08-24      34.7    A
USGS    08354900        2007-08-25      39.0    A
USGS    08354900        2007-08-26      28.5    A
USGS    08354900        2007-08-27      20.8    A
USGS    08354900        2007-08-28      36.2    A
USGS    08354900        2007-08-29      36.6    A
USGS    08354900        2007-08-30      144     A
USGS    08354900        2007-08-31      236     A
USGS    08354900        2007-09-01      264     A
USGS    08354900        2007-09-02      436     A
USGS    08354900        2007-09-03      451     A
USGS    08354900        2007-09-04      454     A
USGS    08354900        2007-09-05      287     A:e
USGS    08354900        2007-09-06      162     A:e
USGS    08354900        2007-09-07      154     A
USGS    08354900        2007-09-08      196     A
USGS    08354900        2007-09-09      132     A
USGS    08354900        2007-09-10      132     A
USGS    08354900        2007-09-11      131     A
USGS    08354900        2007-09-12      169     A
USGS    08354900        2007-09-13      92.0    A
USGS    08354900        2007-09-14      50.2    A
USGS    08354900        2007-09-15      46.0    A
USGS    08354900        2007-09-16      41.9    A
USGS    08354900        2007-09-17      33.1    A
USGS    08354900        2007-09-18      26.5    A
USGS    08354900        2007-09-19      33.6    A
USGS    08354900        2007-09-20      42.8    A
USGS    08354900        2007-09-21      124     A
USGS    08354900        2007-09-22      192     A
USGS    08354900        2007-09-23      300     A
USGS    08354900        2007-09-24      317     A
USGS    08354900        2007-09-25      306     A
USGS    08354900        2007-09-26      307     A
USGS    08354900        2007-09-27      231     A
USGS    08354900        2007-09-28      175     A
USGS    08354900        2007-09-29      157     A
USGS    08354900        2007-09-30      147     A
USGS    08354900        2007-10-01      129     A:e
USGS    08354900        2007-10-02      100     A:e
USGS    08354900        2007-10-03      100     A:e
USGS    08354900        2007-10-04      79.9    A:e
USGS    08354900        2007-10-05      51.7    A
USGS    08354900        2007-10-06      62.8    A
USGS    08354900        2007-10-07      64.9    A
USGS    08354900        2007-10-08      63.0    A
USGS    08354900        2007-10-09      79.5    A
USGS    08354900        2007-10-10      122     A:e
USGS    08354900        2007-10-11      214     A:e
USGS    08354900        2007-10-12      120     A:e
USGS    08354900        2007-10-13      123     A:e
