"DateSeq","RmSeq","Condition","Condition.b","Year","Month"
2008-09-20,118,"Wet",0,2008,9
2008-09-21,118,"Wet",0,2008,9
2008-09-22,118,"Wet",0,2008,9
2008-09-23,118,"Wet",0,2008,9
2008-09-24,118,"Wet",0,2008,9
2008-09-25,118,"Wet",0,2008,9
2008-09-26,118,"Wet",0,2008,9
2008-09-27,118,"Wet",0,2008,9
2008-09-28,118,"Wet",0,2008,9
2008-09-29,118,"Wet",0,2008,9
2008-09-30,118,"Wet",0,2008,9
2008-10-01,118,"Wet",0,2008,10
2008-10-02,118,"Wet",0,2008,10
2008-10-03,118,"Wet",0,2008,10
2008-10-04,118,"Wet",0,2008,10
2008-10-05,118,"Wet",0,2008,10
2008-10-06,118,"Wet",0,2008,10
2008-10-07,118,"Wet",0,2008,10
2008-10-08,118,"Wet",0,2008,10
2008-10-09,118,"Wet",0,2008,10
2008-10-10,118,"Wet",0,2008,10
2008-10-11,118,"Wet",0,2008,10
2008-10-12,118,"Wet",0,2008,10
2008-10-13,118,"Wet",0,2008,10
2008-10-14,118,"Wet",0,2008,10
2008-10-15,118,"Wet",0,2008,10
2008-10-16,118,"Wet",0,2008,10
2008-10-17,118,"Wet",0,2008,10
2008-10-18,118,"Wet",0,2008,10
2008-10-19,118,"Wet",0,2008,10
2008-10-20,118,"Wet",0,2008,10
2008-10-21,118,"Wet",0,2008,10
2008-10-22,118,"Wet",0,2008,10
2008-10-23,118,"Wet",0,2008,10
2008-10-24,118,"Wet",0,2008,10
2008-10-25,118,"Wet",0,2008,10
2008-10-26,118,"Wet",0,2008,10
2008-10-27,118,"Wet",0,2008,10
2008-10-28,118,"Wet",0,2008,10
2008-10-29,118,"Wet",0,2008,10
2008-10-30,118,"Wet",0,2008,10
2008-10-31,118,"Wet",0,2008,10
2008-11-01,118,"Wet",0,2008,11
2008-11-02,118,"Wet",0,2008,11
2008-11-03,118,"Wet",0,2008,11
2008-11-04,118,"Wet",0,2008,11
2008-11-05,118,"Wet",0,2008,11
2008-11-06,118,"Wet",0,2008,11
2008-11-07,118,"Wet",0,2008,11
2008-11-08,118,"Wet",0,2008,11
2008-11-09,118,"Wet",0,2008,11
2008-11-10,118,"Wet",0,2008,11
2008-11-11,118,"Wet",0,2008,11
2008-11-12,118,"Wet",0,2008,11
2008-11-13,118,"Wet",0,2008,11
2008-11-14,118,"Wet",0,2008,11
2008-11-15,118,"Wet",0,2008,11
2008-11-16,118,"Wet",0,2008,11
2008-11-17,118,"Wet",0,2008,11
2008-11-18,118,"Wet",0,2008,11
2008-11-19,118,"Wet",0,2008,11
2008-11-20,118,"Wet",0,2008,11
2008-11-21,118,"Wet",0,2008,11
2008-11-22,118,"Wet",0,2008,11
2008-11-23,118,"Wet",0,2008,11
2008-11-24,118,"Wet",0,2008,11
2008-11-25,118,"Wet",0,2008,11
2008-11-26,118,"Wet",0,2008,11
2008-11-27,118,"Wet",0,2008,11
2008-11-28,118,"Wet",0,2008,11
2008-11-29,118,"Wet",0,2008,11
2008-11-30,118,"Wet",0,2008,11
2008-12-01,118,"Wet",0,2008,12
2008-12-02,118,"Wet",0,2008,12
2008-12-03,118,"Wet",0,2008,12
2008-12-04,118,"Wet",0,2008,12
2008-12-05,118,"Wet",0,2008,12
2008-12-06,118,"Wet",0,2008,12
2008-12-07,118,"Wet",0,2008,12
2008-12-08,118,"Wet",0,2008,12
2008-12-09,118,"Wet",0,2008,12
2008-12-10,118,"Wet",0,2008,12
2008-12-11,118,"Wet",0,2008,12
2008-12-12,118,"Wet",0,2008,12
2008-12-13,118,"Wet",0,2008,12
2008-12-14,118,"Wet",0,2008,12
2008-12-15,118,"Wet",0,2008,12
2008-12-16,118,"Wet",0,2008,12
2008-12-17,118,"Wet",0,2008,12
2008-12-18,118,"Wet",0,2008,12
2008-12-19,118,"Wet",0,2008,12
2008-12-20,118,"Wet",0,2008,12
2008-12-21,118,"Wet",0,2008,12
2008-12-22,118,"Wet",0,2008,12
2008-12-23,118,"Wet",0,2008,12
2008-12-24,118,"Wet",0,2008,12
2008-12-25,118,"Wet",0,2008,12
2008-12-26,118,"Wet",0,2008,12
2008-12-27,118,"Wet",0,2008,12
2008-12-28,118,"Wet",0,2008,12
2008-12-29,118,"Wet",0,2008,12
2008-12-30,118,"Wet",0,2008,12
2008-12-31,118,"Wet",0,2008,12
2009-01-01,118,"Wet",0,2009,1
2009-01-02,118,"Wet",0,2009,1
2009-01-03,118,"Wet",0,2009,1
2009-01-04,118,"Wet",0,2009,1
2009-01-05,118,"Wet",0,2009,1
2009-01-06,118,"Wet",0,2009,1
2009-01-07,118,"Wet",0,2009,1
2009-01-08,118,"Wet",0,2009,1
2009-01-09,118,"Wet",0,2009,1
2009-01-10,118,"Wet",0,2009,1
2009-01-11,118,"Wet",0,2009,1
2009-01-12,118,"Wet",0,2009,1
2009-01-13,118,"Wet",0,2009,1
2009-01-14,118,"Wet",0,2009,1
2009-01-15,118,"Wet",0,2009,1
2009-01-16,118,"Wet",0,2009,1
2009-01-17,118,"Wet",0,2009,1
2009-01-18,118,"Wet",0,2009,1
2009-01-19,118,"Wet",0,2009,1
2009-01-20,118,"Wet",0,2009,1
2009-01-21,118,"Wet",0,2009,1
2009-01-22,118,"Wet",0,2009,1
2009-01-23,118,"Wet",0,2009,1
2009-01-24,118,"Wet",0,2009,1
2009-01-25,118,"Wet",0,2009,1
2009-01-26,118,"Wet",0,2009,1
2009-01-27,118,"Wet",0,2009,1
2009-01-28,118,"Wet",0,2009,1
2009-01-29,118,"Wet",0,2009,1
2009-01-30,118,"Wet",0,2009,1
2009-01-31,118,"Wet",0,2009,1
2009-02-01,118,"Wet",0,2009,2
2009-02-02,118,"Wet",0,2009,2
2009-02-03,118,"Wet",0,2009,2
2009-02-04,118,"Wet",0,2009,2
2009-02-05,118,"Wet",0,2009,2
2009-02-06,118,"Wet",0,2009,2
2009-02-07,118,"Wet",0,2009,2
2009-02-08,118,"Wet",0,2009,2
2009-02-09,118,"Wet",0,2009,2
2009-02-10,118,"Wet",0,2009,2
2009-02-11,118,"Wet",0,2009,2
2009-02-12,118,"Wet",0,2009,2
2009-02-13,118,"Wet",0,2009,2
2009-02-14,118,"Wet",0,2009,2
2009-02-15,118,"Wet",0,2009,2
2009-02-16,118,"Wet",0,2009,2
2009-02-17,118,"Wet",0,2009,2
2009-02-18,118,"Wet",0,2009,2
2009-02-19,118,"Wet",0,2009,2
2009-02-20,118,"Wet",0,2009,2
2009-02-21,118,"Wet",0,2009,2
2009-02-22,118,"Wet",0,2009,2
2009-02-23,118,"Wet",0,2009,2
2009-02-24,118,"Wet",0,2009,2
2009-02-25,118,"Wet",0,2009,2
2009-02-26,118,"Wet",0,2009,2
2009-02-27,118,"Wet",0,2009,2
2009-02-28,118,"Wet",0,2009,2
2009-03-01,118,"Wet",0,2009,3
2009-03-02,118,"Wet",0,2009,3
2009-03-03,118,"Wet",0,2009,3
2009-03-04,118,"Wet",0,2009,3
2009-03-05,118,"Wet",0,2009,3
2009-03-06,118,"Wet",0,2009,3
2009-03-07,118,"Wet",0,2009,3
2009-03-08,118,"Wet",0,2009,3
2009-03-09,118,"Wet",0,2009,3
2009-03-10,118,"Wet",0,2009,3
2009-03-11,118,"Wet",0,2009,3
2009-03-12,118,"Wet",0,2009,3
2009-03-13,118,"Wet",0,2009,3
2009-03-14,118,"Wet",0,2009,3
2009-03-15,118,"Wet",0,2009,3
2009-03-16,118,"Wet",0,2009,3
2009-03-17,118,"Wet",0,2009,3
2009-03-18,118,"Wet",0,2009,3
2009-03-19,118,"Wet",0,2009,3
2009-03-20,118,"Wet",0,2009,3
2009-03-21,118,"Wet",0,2009,3
2009-03-22,118,"Wet",0,2009,3
2009-03-23,118,"Wet",0,2009,3
2009-03-24,118,"Wet",0,2009,3
2009-03-25,118,"Wet",0,2009,3
2009-03-26,118,"Wet",0,2009,3
2009-03-27,118,"Wet",0,2009,3
2009-03-28,118,"Wet",0,2009,3
2009-03-29,118,"Wet",0,2009,3
2009-03-30,118,"Wet",0,2009,3
2009-03-31,118,"Wet",0,2009,3
2009-04-01,118,"Wet",0,2009,4
2009-04-02,118,"Wet",0,2009,4
2009-04-03,118,"Wet",0,2009,4
2009-04-04,118,"Wet",0,2009,4
2009-04-05,118,"Wet",0,2009,4
2009-04-06,118,"Wet",0,2009,4
2009-04-07,118,"Wet",0,2009,4
2009-04-08,118,"Wet",0,2009,4
2009-04-09,118,"Wet",0,2009,4
2009-04-10,118,"Wet",0,2009,4
2009-04-11,118,"Wet",0,2009,4
2009-04-12,118,"Wet",0,2009,4
2009-04-13,118,"Wet",0,2009,4
2009-04-14,118,"Wet",0,2009,4
2009-04-15,118,"Wet",0,2009,4
2009-04-16,118,"Wet",0,2009,4
2009-04-17,118,"Wet",0,2009,4
2009-04-18,118,"Wet",0,2009,4
2009-04-19,118,"Wet",0,2009,4
2009-04-20,118,"Wet",0,2009,4
2009-04-21,118,"Wet",0,2009,4
2009-04-22,118,"Wet",0,2009,4
2009-04-23,118,"Wet",0,2009,4
2009-04-24,118,"Wet",0,2009,4
2009-04-25,118,"Wet",0,2009,4
2009-04-26,118,"Wet",0,2009,4
2009-04-27,118,"Wet",0,2009,4
2009-04-28,118,"Wet",0,2009,4
2009-04-29,118,"Wet",0,2009,4
2009-04-30,118,"Wet",0,2009,4
2009-05-01,118,"Wet",0,2009,5
2009-05-02,118,"Wet",0,2009,5
2009-05-03,118,"Wet",0,2009,5
2009-05-04,118,"Wet",0,2009,5
2009-05-05,118,"Wet",0,2009,5
2009-05-06,118,"Wet",0,2009,5
2009-05-07,118,"Wet",0,2009,5
2009-05-08,118,"Wet",0,2009,5
2009-05-09,118,"Wet",0,2009,5
2009-05-10,118,"Wet",0,2009,5
2009-05-11,118,"Wet",0,2009,5
2009-05-12,118,"Wet",0,2009,5
2009-05-13,118,"Wet",0,2009,5
2009-05-14,118,"Wet",0,2009,5
2009-05-15,118,"Wet",0,2009,5
2009-05-16,118,"Wet",0,2009,5
2009-05-17,118,"Wet",0,2009,5
2009-05-18,118,"Wet",0,2009,5
2009-05-19,118,"Wet",0,2009,5
2009-05-20,118,"Wet",0,2009,5
2009-05-21,118,"Wet",0,2009,5
2009-05-22,118,"Wet",0,2009,5
2009-05-23,118,"Wet",0,2009,5
2009-05-24,118,"Wet",0,2009,5
2009-05-25,118,"Wet",0,2009,5
2009-05-26,118,"Wet",0,2009,5
2009-05-27,118,"Wet",0,2009,5
2009-05-28,118,"Wet",0,2009,5
2009-05-29,118,"Wet",0,2009,5
2009-05-30,118,"Wet",0,2009,5
2009-05-31,118,"Wet",0,2009,5
2009-06-01,118,"Wet",0,2009,6
2009-06-02,118,"Wet",0,2009,6
2009-06-03,118,"Wet",0,2009,6
2009-06-04,118,"Wet",0,2009,6
2009-06-05,118,"Wet",0,2009,6
2009-06-06,118,"Wet",0,2009,6
2009-06-07,118,"Wet",0,2009,6
2009-06-08,118,"Wet",0,2009,6
2009-06-09,118,"Wet",0,2009,6
2009-06-10,118,"Wet",0,2009,6
2009-06-11,118,"Wet",0,2009,6
2009-06-12,118,"Wet",0,2009,6
2009-06-13,118,"Wet",0,2009,6
2009-06-14,118,"Wet",0,2009,6
2009-06-15,118,"Wet",0,2009,6
2009-06-16,118,"Wet",0,2009,6
2009-06-17,118,"Wet",0,2009,6
2009-06-18,118,"Wet",0,2009,6
2009-06-19,118,"Wet",0,2009,6
2009-06-20,118,"Wet",0,2009,6
2009-06-21,118,"Wet",0,2009,6
2009-06-22,118,"Wet",0,2009,6
2009-06-23,118,"Wet",0,2009,6
2009-06-24,118,"Wet",0,2009,6
2009-06-25,118,"Wet",0,2009,6
2009-06-26,118,"Wet",0,2009,6
2009-06-27,118,"Wet",0,2009,6
2009-06-28,118,"Wet",0,2009,6
2009-06-29,118,"Wet",0,2009,6
2009-06-30,118,"Wet",0,2009,6
2009-07-01,118,"Wet",0,2009,7
2009-07-02,118,"Wet",0,2009,7
2009-07-03,118,"Wet",0,2009,7
2009-07-04,118,"Wet",0,2009,7
2009-07-05,118,"Wet",0,2009,7
2009-07-06,118,"Wet",0,2009,7
2009-07-07,118,"Wet",0,2009,7
2009-07-08,118,"Wet",0,2009,7
2009-07-09,118,"Wet",0,2009,7
2009-07-10,118,"Wet",0,2009,7
2009-07-11,118,"Wet",0,2009,7
2009-07-12,118,"Wet",0,2009,7
2009-07-13,118,"Wet",0,2009,7
2009-07-14,118,"Wet",0,2009,7
2009-07-15,118,"Wet",0,2009,7
2009-07-16,118,"Wet",0,2009,7
2009-07-17,118,"Wet",0,2009,7
2009-07-18,118,"Wet",0,2009,7
2009-07-19,118,"Wet",0,2009,7
2009-07-20,118,"Wet",0,2009,7
2009-07-21,118,"Wet",0,2009,7
2009-07-22,118,"Wet",0,2009,7
2009-07-23,118,"Wet",0,2009,7
2009-07-24,118,"Wet",0,2009,7
2009-07-25,118,"Wet",0,2009,7
2009-07-26,118,"Wet",0,2009,7
2009-07-27,118,"Wet",0,2009,7
2009-07-28,118,"Wet",0,2009,7
2009-07-29,118,"Wet",0,2009,7
2009-07-30,118,"Wet",0,2009,7
2009-07-31,118,"Wet",0,2009,7
2009-08-01,118,"Wet",0,2009,8
2009-08-02,118,"Wet",0,2009,8
2009-08-03,118,"Wet",0,2009,8
2009-08-04,118,"Wet",0,2009,8
2009-08-05,118,"Wet",0,2009,8
2009-08-06,118,"Wet",0,2009,8
2009-08-07,118,"Wet",0,2009,8
2009-08-08,118,"Wet",0,2009,8
2009-08-09,118,"Wet",0,2009,8
2009-08-10,118,"Wet",0,2009,8
2009-08-11,118,"Wet",0,2009,8
2009-08-12,118,"Wet",0,2009,8
2009-08-13,118,"Wet",0,2009,8
2009-08-14,118,"Wet",0,2009,8
2009-08-15,118,"Wet",0,2009,8
2009-08-16,118,"Wet",0,2009,8
2009-08-17,118,"Wet",0,2009,8
2009-08-18,118,"Wet",0,2009,8
2009-08-19,118,"Wet",0,2009,8
2009-08-20,118,"Wet",0,2009,8
2009-08-21,118,"Wet",0,2009,8
2009-08-22,118,"Wet",0,2009,8
2009-08-23,118,"Wet",0,2009,8
2009-08-24,118,"Wet",0,2009,8
2009-08-25,118,"Wet",0,2009,8
2009-08-26,118,"Wet",0,2009,8
2009-08-27,118,"Wet",0,2009,8
2009-08-28,118,"Wet",0,2009,8
2009-08-29,118,"Wet",0,2009,8
2009-08-30,118,"Wet",0,2009,8
2009-08-31,118,"Wet",0,2009,8
2009-09-01,118,"Wet",0,2009,9
2009-09-02,118,"Wet",0,2009,9
2009-09-03,118,"Wet",0,2009,9
2009-09-04,118,"Wet",0,2009,9
2009-09-05,118,"Wet",0,2009,9
2009-09-06,118,"Wet",0,2009,9
2009-09-07,118,"Wet",0,2009,9
2009-09-08,118,"Wet",0,2009,9
2009-09-09,118,"Wet",0,2009,9
2009-09-10,118,"Wet",0,2009,9
2009-09-11,118,"Wet",0,2009,9
2009-09-12,118,"Wet",0,2009,9
2009-09-13,118,"Wet",0,2009,9
2009-09-14,118,"Wet",0,2009,9
2009-09-15,118,"Wet",0,2009,9
2009-09-16,118,"Wet",0,2009,9
2009-09-17,118,"Wet",0,2009,9
2009-09-18,118,"Wet",0,2009,9
2009-09-19,118,"Wet",0,2009,9
2009-09-20,118,"Wet",0,2009,9
2009-09-21,118,"Wet",0,2009,9
2009-09-22,118,"Wet",0,2009,9
2009-09-23,118,"Wet",0,2009,9
2009-09-24,118,"Wet",0,2009,9
2009-09-25,118,"Wet",0,2009,9
2009-09-26,118,"Wet",0,2009,9
2009-09-27,118,"Wet",0,2009,9
2009-09-28,118,"Wet",0,2009,9
2009-09-29,118,"Wet",0,2009,9
2009-09-30,118,"Wet",0,2009,9
2009-10-01,118,"Wet",0,2009,10
2009-10-02,118,"Wet",0,2009,10
2009-10-03,118,"Wet",0,2009,10
2009-10-04,118,"Wet",0,2009,10
2009-10-05,118,"Wet",0,2009,10
2009-10-06,118,"Wet",0,2009,10
2009-10-07,118,"Wet",0,2009,10
2009-10-08,118,"Wet",0,2009,10
2009-10-09,118,"Wet",0,2009,10
2009-10-10,118,"Wet",0,2009,10
2009-10-11,118,"Wet",0,2009,10
2009-10-12,118,"Wet",0,2009,10
2009-10-13,118,"Wet",0,2009,10
2009-10-14,118,"Wet",0,2009,10
2009-10-15,118,"Wet",0,2009,10
2009-10-16,118,"Wet",0,2009,10
2009-10-17,118,"Wet",0,2009,10
2009-10-18,118,"Wet",0,2009,10
2009-10-19,118,"Wet",0,2009,10
2009-10-20,118,"Wet",0,2009,10
2009-10-21,118,"Wet",0,2009,10
2009-10-22,118,"Wet",0,2009,10
2009-10-23,118,"Wet",0,2009,10
2009-10-24,118,"Wet",0,2009,10
2009-10-25,118,"Wet",0,2009,10
2009-10-26,118,"Wet",0,2009,10
2009-10-27,118,"Wet",0,2009,10
2009-10-28,118,"Wet",0,2009,10
2009-10-29,118,"Wet",0,2009,10
2009-10-30,118,"Wet",0,2009,10
2009-10-31,118,"Wet",0,2009,10
2009-11-01,118,"Wet",0,2009,11
2009-11-02,118,"Wet",0,2009,11
2009-11-03,118,"Wet",0,2009,11
2009-11-04,118,"Wet",0,2009,11
2009-11-05,118,"Wet",0,2009,11
2009-11-06,118,"Wet",0,2009,11
2009-11-07,118,"Wet",0,2009,11
2009-11-08,118,"Wet",0,2009,11
2009-11-09,118,"Wet",0,2009,11
2009-11-10,118,"Wet",0,2009,11
2009-11-11,118,"Wet",0,2009,11
2009-11-12,118,"Wet",0,2009,11
2009-11-13,118,"Wet",0,2009,11
2009-11-14,118,"Wet",0,2009,11
2009-11-15,118,"Wet",0,2009,11
2009-11-16,118,"Wet",0,2009,11
2009-11-17,118,"Wet",0,2009,11
2009-11-18,118,"Wet",0,2009,11
2009-11-19,118,"Wet",0,2009,11
2009-11-20,118,"Wet",0,2009,11
2009-11-21,118,"Wet",0,2009,11
2009-11-22,118,"Wet",0,2009,11
2009-11-23,118,"Wet",0,2009,11
2009-11-24,118,"Wet",0,2009,11
2009-11-25,118,"Wet",0,2009,11
2009-11-26,118,"Wet",0,2009,11
2009-11-27,118,"Wet",0,2009,11
2009-11-28,118,"Wet",0,2009,11
2009-11-29,118,"Wet",0,2009,11
2009-11-30,118,"Wet",0,2009,11
2009-12-01,118,"Wet",0,2009,12
2009-12-02,118,"Wet",0,2009,12
2009-12-03,118,"Wet",0,2009,12
2009-12-04,118,"Wet",0,2009,12
2009-12-05,118,"Wet",0,2009,12
2009-12-06,118,"Wet",0,2009,12
2009-12-07,118,"Wet",0,2009,12
2009-12-08,118,"Wet",0,2009,12
2009-12-09,118,"Wet",0,2009,12
2009-12-10,118,"Wet",0,2009,12
2009-12-11,118,"Wet",0,2009,12
2009-12-12,118,"Wet",0,2009,12
2009-12-13,118,"Wet",0,2009,12
2009-12-14,118,"Wet",0,2009,12
2009-12-15,118,"Wet",0,2009,12
2009-12-16,118,"Wet",0,2009,12
2009-12-17,118,"Wet",0,2009,12
2009-12-18,118,"Wet",0,2009,12
2009-12-19,118,"Wet",0,2009,12
2009-12-20,118,"Wet",0,2009,12
2009-12-21,118,"Wet",0,2009,12
2009-12-22,118,"Wet",0,2009,12
2009-12-23,118,"Wet",0,2009,12
2009-12-24,118,"Wet",0,2009,12
2009-12-25,118,"Wet",0,2009,12
2009-12-26,118,"Wet",0,2009,12
2009-12-27,118,"Wet",0,2009,12
2009-12-28,118,"Wet",0,2009,12
2009-12-29,118,"Wet",0,2009,12
2009-12-30,118,"Wet",0,2009,12
2009-12-31,118,"Wet",0,2009,12
2010-01-01,118,"Wet",0,2010,1
2010-01-02,118,"Wet",0,2010,1
2010-01-03,118,"Wet",0,2010,1
2010-01-04,118,"Wet",0,2010,1
2010-01-05,118,"Wet",0,2010,1
2010-01-06,118,"Wet",0,2010,1
2010-01-07,118,"Wet",0,2010,1
2010-01-08,118,"Wet",0,2010,1
2010-01-09,118,"Wet",0,2010,1
2010-01-10,118,"Wet",0,2010,1
2010-01-11,118,"Wet",0,2010,1
2010-01-12,118,"Wet",0,2010,1
2010-01-13,118,"Wet",0,2010,1
2010-01-14,118,"Wet",0,2010,1
2010-01-15,118,"Wet",0,2010,1
2010-01-16,118,"Wet",0,2010,1
2010-01-17,118,"Wet",0,2010,1
2010-01-18,118,"Wet",0,2010,1
2010-01-19,118,"Wet",0,2010,1
2010-01-20,118,"Wet",0,2010,1
2010-01-21,118,"Wet",0,2010,1
2010-01-22,118,"Wet",0,2010,1
2010-01-23,118,"Wet",0,2010,1
2010-01-24,118,"Wet",0,2010,1
2010-01-25,118,"Wet",0,2010,1
2010-01-26,118,"Wet",0,2010,1
2010-01-27,118,"Wet",0,2010,1
2010-01-28,118,"Wet",0,2010,1
2010-01-29,118,"Wet",0,2010,1
2010-01-30,118,"Wet",0,2010,1
2010-01-31,118,"Wet",0,2010,1
2010-02-01,118,"Wet",0,2010,2
2010-02-02,118,"Wet",0,2010,2
2010-02-03,118,"Wet",0,2010,2
2010-02-04,118,"Wet",0,2010,2
2010-02-05,118,"Wet",0,2010,2
2010-02-06,118,"Wet",0,2010,2
2010-02-07,118,"Wet",0,2010,2
2010-02-08,118,"Wet",0,2010,2
2010-02-09,118,"Wet",0,2010,2
2010-02-10,118,"Wet",0,2010,2
2010-02-11,118,"Wet",0,2010,2
2010-02-12,118,"Wet",0,2010,2
2010-02-13,118,"Wet",0,2010,2
2010-02-14,118,"Wet",0,2010,2
2010-02-15,118,"Wet",0,2010,2
2010-02-16,118,"Wet",0,2010,2
2010-02-17,118,"Wet",0,2010,2
2010-02-18,118,"Wet",0,2010,2
2010-02-19,118,"Wet",0,2010,2
2010-02-20,118,"Wet",0,2010,2
2010-02-21,118,"Wet",0,2010,2
2010-02-22,118,"Wet",0,2010,2
2010-02-23,118,"Wet",0,2010,2
2010-02-24,118,"Wet",0,2010,2
2010-02-25,118,"Wet",0,2010,2
2010-02-26,118,"Wet",0,2010,2
2010-02-27,118,"Wet",0,2010,2
2010-02-28,118,"Wet",0,2010,2
2010-03-01,118,"Wet",0,2010,3
2010-03-02,118,"Wet",0,2010,3
2010-03-03,118,"Wet",0,2010,3
2010-03-04,118,"Wet",0,2010,3
2010-03-05,118,"Wet",0,2010,3
2010-03-06,118,"Wet",0,2010,3
2010-03-07,118,"Wet",0,2010,3
2010-03-08,118,"Wet",0,2010,3
2010-03-09,118,"Wet",0,2010,3
2010-03-10,118,"Wet",0,2010,3
2010-03-11,118,"Wet",0,2010,3
2010-03-12,118,"Wet",0,2010,3
2010-03-13,118,"Wet",0,2010,3
2010-03-14,118,"Wet",0,2010,3
2010-03-15,118,"Wet",0,2010,3
2010-03-16,118,"Wet",0,2010,3
2010-03-17,118,"Wet",0,2010,3
2010-03-18,118,"Wet",0,2010,3
2010-03-19,118,"Wet",0,2010,3
2010-03-20,118,"Wet",0,2010,3
2010-03-21,118,"Wet",0,2010,3
2010-03-22,118,"Wet",0,2010,3
2010-03-23,118,"Wet",0,2010,3
2010-03-24,118,"Wet",0,2010,3
2010-03-25,118,"Wet",0,2010,3
2010-03-26,118,"Wet",0,2010,3
2010-03-27,118,"Wet",0,2010,3
2010-03-28,118,"Wet",0,2010,3
2010-03-29,118,"Wet",0,2010,3
2010-03-30,118,"Wet",0,2010,3
2010-03-31,118,"Wet",0,2010,3
2010-04-01,118,"Wet",0,2010,4
2010-04-02,118,"Wet",0,2010,4
2010-04-03,118,"Wet",0,2010,4
2010-04-04,118,"Wet",0,2010,4
2010-04-05,118,"Wet",0,2010,4
2010-04-06,118,"Wet",0,2010,4
2010-04-07,118,"Wet",0,2010,4
2010-04-08,118,"Wet",0,2010,4
2010-04-09,118,"Wet",0,2010,4
2010-04-10,118,"Wet",0,2010,4
2010-04-11,118,"Wet",0,2010,4
2010-04-12,118,"Wet",0,2010,4
2010-04-13,118,"Wet",0,2010,4
2010-04-14,118,"Wet",0,2010,4
2010-04-15,118,"Wet",0,2010,4
2010-04-16,118,"Wet",0,2010,4
2010-04-17,118,"Wet",0,2010,4
2010-04-18,118,"Wet",0,2010,4
2010-04-19,118,"Wet",0,2010,4
2010-04-20,118,"Wet",0,2010,4
2010-04-21,118,"Wet",0,2010,4
2010-04-22,118,"Wet",0,2010,4
2010-04-23,118,"Wet",0,2010,4
2010-04-24,118,"Wet",0,2010,4
2010-04-25,118,"Wet",0,2010,4
2010-04-26,118,"Wet",0,2010,4
2010-04-27,118,"Wet",0,2010,4
2010-04-28,118,"Wet",0,2010,4
2010-04-29,118,"Wet",0,2010,4
2010-04-30,118,"Wet",0,2010,4
2010-05-01,118,"Wet",0,2010,5
2010-05-02,118,"Wet",0,2010,5
2010-05-03,118,"Wet",0,2010,5
2010-05-04,118,"Wet",0,2010,5
2010-05-05,118,"Wet",0,2010,5
2010-05-06,118,"Wet",0,2010,5
2010-05-07,118,"Wet",0,2010,5
2010-05-08,118,"Wet",0,2010,5
2010-05-09,118,"Wet",0,2010,5
2010-05-10,118,"Wet",0,2010,5
2010-05-11,118,"Wet",0,2010,5
2010-05-12,118,"Wet",0,2010,5
2010-05-13,118,"Wet",0,2010,5
2010-05-14,118,"Wet",0,2010,5
2010-05-15,118,"Wet",0,2010,5
2010-05-16,118,"Wet",0,2010,5
2010-05-17,118,"Wet",0,2010,5
2010-05-18,118,"Wet",0,2010,5
2010-05-19,118,"Wet",0,2010,5
2010-05-20,118,"Wet",0,2010,5
2010-05-21,118,"Wet",0,2010,5
2010-05-22,118,"Wet",0,2010,5
2010-05-23,118,"Wet",0,2010,5
2010-05-24,118,"Wet",0,2010,5
2010-05-25,118,"Wet",0,2010,5
2010-05-26,118,"Wet",0,2010,5
2010-05-27,118,"Wet",0,2010,5
2010-05-28,118,"Wet",0,2010,5
2010-05-29,118,"Wet",0,2010,5
2010-05-30,118,"Wet",0,2010,5
2010-05-31,118,"Wet",0,2010,5
2010-06-01,118,"Wet",0,2010,6
2010-06-02,118,"Wet",0,2010,6
2010-06-03,118,"Wet",0,2010,6
2010-06-04,118,"Wet",0,2010,6
2010-06-05,118,"Wet",0,2010,6
2010-06-06,118,"Wet",0,2010,6
2010-06-07,118,"Wet",0,2010,6
2010-06-08,118,"Wet",0,2010,6
2010-06-09,118,"Wet",0,2010,6
2010-06-10,118,"Wet",0,2010,6
2010-06-11,118,"Wet",0,2010,6
2010-06-12,118,"Wet",0,2010,6
2010-06-13,118,"Wet",0,2010,6
2010-06-14,118,"Wet",0,2010,6
2010-06-15,118,"Wet",0,2010,6
2010-06-16,118,"Wet",0,2010,6
2010-06-17,118,"Wet",0,2010,6
2010-06-18,118,"Wet",0,2010,6
2010-06-19,118,"Wet",0,2010,6
2010-06-20,118,"Wet",0,2010,6
2010-06-21,118,"Wet",0,2010,6
2010-06-22,118,"Wet",0,2010,6
2010-06-23,118,"Wet",0,2010,6
2010-06-24,118,"Wet",0,2010,6
2010-06-25,118,"Wet",0,2010,6
2010-06-26,118,"Wet",0,2010,6
2010-06-27,118,"Wet",0,2010,6
2010-06-28,118,"Wet",0,2010,6
2010-06-29,118,"Wet",0,2010,6
2010-06-30,118,"Wet",0,2010,6
2010-07-01,118,"Wet",0,2010,7
2010-07-02,118,"Wet",0,2010,7
2010-07-03,118,"Wet",0,2010,7
2010-07-04,118,"Wet",0,2010,7
2010-07-05,118,"Wet",0,2010,7
2010-07-06,118,"Wet",0,2010,7
2010-07-07,118,"Wet",0,2010,7
2010-07-08,118,"Wet",0,2010,7
2010-07-09,118,"Wet",0,2010,7
2010-07-10,118,"Wet",0,2010,7
2010-07-11,118,"Wet",0,2010,7
2010-07-12,118,"Wet",0,2010,7
2010-07-13,118,"Wet",0,2010,7
2010-07-14,118,"Wet",0,2010,7
2010-07-15,118,"Wet",0,2010,7
2010-07-16,118,"Wet",0,2010,7
