"Date","Mean_cfs"
2007-01-11,935
2007-01-12,933
2007-01-13,945
2007-01-14,963
2007-01-15,968
2007-01-16,946
2007-01-17,866
2007-01-18,818
2007-01-19,774
2007-01-20,817
2007-01-21,821
2007-01-22,813
2007-01-23,857
2007-01-24,875
2007-01-25,914
2007-01-26,937
2007-01-27,946
2007-01-28,938
2007-01-29,896
2007-01-30,780
2007-01-31,730
2007-02-01,721
2007-02-02,798
2007-02-03,821
2007-02-04,827
2007-02-05,840
2007-02-06,809
2007-02-07,786
2007-02-08,815
2007-02-09,850
2007-02-10,905
2007-02-11,947
2007-02-12,964
2007-02-13,969
2007-02-14,870
2007-02-15,866
2007-02-16,853
2007-02-17,870
2007-02-18,914
2007-02-19,966
2007-02-20,953
2007-02-21,946
2007-02-22,946
2007-02-23,914
2007-02-24,875
2007-02-25,835
2007-02-26,818
2007-02-27,805
2007-02-28,761
2007-03-01,739
2007-03-02,757
2007-03-03,796
2007-03-04,840
2007-03-05,857
2007-03-06,826
2007-03-07,761
2007-03-08,682
2007-03-09,605
2007-03-10,603
2007-03-11,651
2007-03-12,680
2007-03-13,642
2007-03-14,613
2007-03-15,658
2007-03-16,661
2007-03-17,796
2007-03-18,947
2007-03-19,1190
2007-03-20,1300
2007-03-21,1490
2007-03-22,1640
2007-03-23,1660
2007-03-24,1680
2007-03-25,1880
2007-03-26,1800
2007-03-27,1660
2007-03-28,1600
2007-03-29,1520
2007-03-30,1520
2007-03-31,1440
2007-04-01,1420
2007-04-02,1440
2007-04-03,1430
2007-04-04,1280
2007-04-05,1300
2007-04-06,1090
2007-04-07,1060
2007-04-08,1110
2007-04-09,1320
2007-04-10,1300
2007-04-11,1390
2007-04-12,1290
2007-04-13,1210
2007-04-14,1520
2007-04-15,1550
2007-04-16,1230
2007-04-17,1090
2007-04-18,953
2007-04-19,833
2007-04-20,725
2007-04-21,703
2007-04-22,799
2007-04-23,835
2007-04-24,816
2007-04-25,717
2007-04-26,678
2007-04-27,672
2007-04-28,574
2007-04-29,541
2007-04-30,611
2007-05-01,609
2007-05-02,599
2007-05-03,822
2007-05-04,1180
2007-05-05,1680
2007-05-06,2060
2007-05-07,2360
2007-05-08,2170
2007-05-09,2100
2007-05-10,2200
2007-05-11,2040
2007-05-12,2020
2007-05-13,1970
2007-05-14,2010
2007-05-15,1950
2007-05-16,2070
2007-05-17,2230
2007-05-18,2580
2007-05-19,2360
2007-05-20,2800
2007-05-21,3400
2007-05-22,3190
2007-05-23,3000
2007-05-24,2750
2007-05-25,2420
2007-05-26,2380
2007-05-27,2300
2007-05-28,2210
2007-05-29,2070
2007-05-30,1950
2007-05-31,1810
2007-06-01,1630
2007-06-02,1580
2007-06-03,1340
2007-06-04,1100
2007-06-05,1040
2007-06-06,1160
2007-06-07,1310
2007-06-08,1150
2007-06-09,981
2007-06-10,971
2007-06-11,871
2007-06-12,816
2007-06-13,736
2007-06-14,625
2007-06-15,618
2007-06-16,546
2007-06-17,549
2007-06-18,629
2007-06-19,624
2007-06-20,545
2007-06-21,479
2007-06-22,351
2007-06-23,273
2007-06-24,215
2007-06-25,203
2007-06-26,206
2007-06-27,188
2007-06-28,172
2007-06-29,150
2007-06-30,131
2007-07-01,150
2007-07-02,108
2007-07-03,88.7
2007-07-04,76.3
2007-07-05,116
2007-07-06,250
2007-07-07,279
2007-07-08,224
2007-07-09,184
2007-07-10,179
2007-07-11,148
2007-07-12,115
2007-07-13,91.7
2007-07-14,82.1
2007-07-15,81.4
2007-07-16,73.2
2007-07-17,62.1
2007-07-18,54.6
2007-07-19,44.8
2007-07-20,33.8
2007-07-21,24.7
2007-07-22,22.7
2007-07-23,57
2007-07-24,123
2007-07-25,135
2007-07-26,182
2007-07-27,263
2007-07-28,107
2007-07-29,57.9
2007-07-30,83.7
2007-07-31,117
2007-08-01,153
2007-08-02,218
2007-08-03,312
2007-08-04,208
2007-08-05,170
2007-08-06,144
2007-08-07,518
2007-08-08,457
2007-08-09,316
2007-08-10,240
2007-08-11,210
2007-08-12,179
2007-08-13,189
2007-08-14,60.1
2007-08-15,8.5
2007-08-16,16
2007-08-17,27
2007-08-18,27.7
2007-08-19,28
2007-08-20,27.4
2007-08-21,23.6
2007-08-22,21.1
2007-08-23,18.3
2007-08-24,34.7
2007-08-25,39
2007-08-26,28.5
2007-08-27,20.8
2007-08-28,36.2
2007-08-29,36.6
2007-08-30,144
2007-08-31,236
2007-09-01,264
2007-09-02,436
2007-09-03,451
2007-09-04,454
2007-09-05,287
2007-09-06,162
2007-09-07,154
2007-09-08,196
2007-09-09,132
2007-09-10,132
2007-09-11,131
2007-09-12,169
2007-09-13,92
2007-09-14,50.2
2007-09-15,46
2007-09-16,41.9
2007-09-17,33.1
2007-09-18,26.5
2007-09-19,33.6
2007-09-20,42.8
2007-09-21,124
2007-09-22,192
2007-09-23,300
2007-09-24,317
2007-09-25,306
2007-09-26,307
2007-09-27,231
2007-09-28,175
2007-09-29,157
2007-09-30,147
2007-10-01,129
2007-10-02,100
2007-10-03,100
2007-10-04,79.9
2007-10-05,51.7
2007-10-06,62.8
2007-10-07,64.9
2007-10-08,63
2007-10-09,79.5
2007-10-10,122
2007-10-11,214
2007-10-12,120
2007-10-13,123
2007-10-14,125
2007-10-15,119
2007-10-16,126
2007-10-17,124
2007-10-18,117
2007-10-19,127
2007-10-20,135
2007-10-21,132
2007-10-22,146
2007-10-23,141
2007-10-24,133
2007-10-25,127
2007-10-26,97.1
2007-10-27,101
2007-10-28,97.5
2007-10-29,96.9
2007-10-30,78.1
2007-10-31,96.8
2007-11-01,241
2007-11-02,294
2007-11-03,336
2007-11-04,346
2007-11-05,325
2007-11-06,414
2007-11-07,458
2007-11-08,483
2007-11-09,535
2007-11-10,578
2007-11-11,613
2007-11-12,644
2007-11-13,682
2007-11-14,717
2007-11-15,737
2007-11-16,760
2007-11-17,790
2007-11-18,799
2007-11-19,807
2007-11-20,820
2007-11-21,822
2007-11-22,817
2007-11-23,813
2007-11-24,788
2007-11-25,727
2007-11-26,782
2007-11-27,773
2007-11-28,760
2007-11-29,750
2007-11-30,674
2007-12-01,628
2007-12-02,695
2007-12-03,920
2007-12-04,929
2007-12-05,918
2007-12-06,900
2007-12-07,951
2007-12-08,955
2007-12-09,938
2007-12-10,952
2007-12-11,972
2007-12-12,1060
2007-12-13,1100
2007-12-14,1070
2007-12-15,1010
2007-12-16,972
2007-12-17,953
2007-12-18,962
2007-12-19,915
2007-12-20,836
2007-12-21,830
2007-12-22,867
2007-12-23,852
2007-12-24,820
2007-12-25,786
2007-12-26,762
2007-12-27,754
2007-12-28,758
2007-12-29,741
2007-12-30,715
2007-12-31,695
2008-01-01,709
2008-01-02,739
2008-01-03,749
2008-01-04,759
2008-01-05,771
2008-01-06,770
2008-01-07,828
2008-01-08,864
2008-01-09,924
2008-01-10,924
2008-01-11,890
2008-01-12,896
2008-01-13,921
2008-01-14,950
2008-01-15,931
2008-01-16,927
2008-01-17,912
2008-01-18,895
2008-01-19,867
2008-01-20,881
2008-01-21,861
2008-01-22,803
2008-01-23,833
2008-01-24,848
2008-01-25,925
2008-01-26,959
2008-01-27,1020
2008-01-28,917
2008-01-29,956
2008-01-30,982
2008-01-31,953
2008-02-01,991
2008-02-02,916
2008-02-03,862
2008-02-04,881
2008-02-05,914
2008-02-06,931
2008-02-07,919
2008-02-08,913
2008-02-09,921
2008-02-10,922
2008-02-11,937
2008-02-12,947
2008-02-13,942
2008-02-14,967
2008-02-15,1010
2008-02-16,1030
2008-02-17,794
2008-02-18,818
2008-02-19,1180
2008-02-20,1200
2008-02-21,1160
2008-02-22,1180
2008-02-23,1170
2008-02-24,1270
2008-02-25,1190
2008-02-26,870
2008-02-27,1130
2008-02-28,1290
2008-02-29,1510
2008-03-01,1560
2008-03-02,1330
2008-03-03,1530
2008-03-04,1600
2008-03-05,1480
2008-03-06,1820
2008-03-07,1720
2008-03-08,1610
2008-03-09,1470
2008-03-10,1330
2008-03-11,1080
2008-03-12,1240
2008-03-13,1470
2008-03-14,1620
2008-03-15,1710
2008-03-16,1830
2008-03-17,1940
2008-03-18,1900
2008-03-19,1950
2008-03-20,1990
2008-03-21,1860
2008-03-22,1830
2008-03-23,1850
2008-03-24,1650
2008-03-25,1730
2008-03-26,2110
2008-03-27,2090
2008-03-28,2230
2008-03-29,2480
2008-03-30,2800
2008-03-31,2830
2008-04-01,2850
2008-04-02,3030
2008-04-03,3030
2008-04-04,2740
2008-04-05,2590
2008-04-06,2730
2008-04-07,2760
2008-04-08,2620
2008-04-09,2580
2008-04-10,2770
2008-04-11,3060
2008-04-12,2840
2008-04-13,2700
2008-04-14,2600
2008-04-15,2570
2008-04-16,2390
2008-04-17,2270
2008-04-18,2230
2008-04-19,2350
2008-04-20,2660
2008-04-21,2800
2008-04-22,2700
2008-04-23,2570
2008-04-24,2610
2008-04-25,2770
2008-04-26,3150
2008-04-27,3590
2008-04-28,3860
2008-04-29,3580
2008-04-30,3500
2008-05-01,3330
2008-05-02,3250
2008-05-03,3140
2008-05-04,3090
2008-05-05,3260
2008-05-06,3360
2008-05-07,3430
2008-05-08,3340
2008-05-09,3240
2008-05-10,3450
2008-05-11,3560
2008-05-12,3620
2008-05-13,3590
2008-05-14,3620
2008-05-15,3480
2008-05-16,3450
2008-05-17,3360
2008-05-18,3370
2008-05-19,3330
2008-05-20,2910
2008-05-21,2610
2008-05-22,2560
2008-05-23,2950
2008-05-24,3680
2008-05-25,4390
2008-05-26,4840
2008-05-27,4930
2008-05-28,4540
2008-05-29,3900
2008-05-30,3330
2008-05-31,3250
2008-06-01,3420
2008-06-02,3800
2008-06-03,3900
2008-06-04,3870
2008-06-05,3880
2008-06-06,3810
2008-06-07,3810
2008-06-08,3770
2008-06-09,3910
2008-06-10,3990
2008-06-11,4190
2008-06-12,3870
2008-06-13,2780
2008-06-14,2740
2008-06-15,2650
2008-06-16,2600
2008-06-17,2580
2008-06-18,2540
2008-06-19,2250
2008-06-20,2080
2008-06-21,1980
2008-06-22,2060
2008-06-23,2190
2008-06-24,2190
2008-06-25,2040
2008-06-26,1790
2008-06-27,1350
2008-06-28,1250
2008-06-29,1350
2008-06-30,1370
2008-07-01,1580
2008-07-02,1400
2008-07-03,1660
2008-07-04,1710
2008-07-05,1370
2008-07-06,1040
2008-07-07,769
2008-07-08,592
2008-07-09,593
2008-07-10,526
2008-07-11,594
2008-07-12,572
2008-07-13,717
2008-07-14,702
2008-07-15,893
2008-07-16,1050
2008-07-17,505
2008-07-18,430
2008-07-19,572
2008-07-20,686
2008-07-21,647
2008-07-22,626
2008-07-23,1150
2008-07-24,847
2008-07-25,1040
2008-07-26,1300
2008-07-27,900
2008-07-28,750
2008-07-29,687
2008-07-30,560
2008-07-31,615
2008-08-01,552
2008-08-02,554
2008-08-03,505
2008-08-04,460
2008-08-05,692
2008-08-06,798
2008-08-07,978
2008-08-08,901
2008-08-09,687
2008-08-10,830
2008-08-11,683
2008-08-12,460
2008-08-13,450
2008-08-14,441
2008-08-15,155
2008-08-16,145
2008-08-17,501
2008-08-18,724
2008-08-19,744
2008-08-20,487
2008-08-21,424
2008-08-22,380
2008-08-23,320
2008-08-24,260
2008-08-25,220
2008-08-26,168
2008-08-27,169
2008-08-28,146
2008-08-29,141
2008-08-30,154
2008-08-31,257
2008-09-01,457
2008-09-02,494
2008-09-03,891
2008-09-04,670
2008-09-05,472
2008-09-06,500
2008-09-07,332
2008-09-08,157
2008-09-09,201
2008-09-10,325
2008-09-11,187
2008-09-12,244
2008-09-13,258
2008-09-14,250
2008-09-15,229
2008-09-16,192
2008-09-17,148
2008-09-18,150
2008-09-19,145
2008-09-20,140
2008-09-21,140
2008-09-22,165
2008-09-23,145
2008-09-24,148
2008-09-25,118
2008-09-26,121
2008-09-27,136
2008-09-28,138
2008-09-29,122
2008-09-30,108
2008-10-01,107
2008-10-02,107
2008-10-03,101
2008-10-04,105
2008-10-05,118
2008-10-06,669
2008-10-07,999
2008-10-08,683
2008-10-09,532
2008-10-10,452
2008-10-11,402
2008-10-12,438
2008-10-13,742
2008-10-14,709
2008-10-15,601
2008-10-16,637
2008-10-17,496
2008-10-18,475
2008-10-19,483
2008-10-20,471
2008-10-21,406
2008-10-22,440
2008-10-23,462
2008-10-24,447
2008-10-25,394
2008-10-26,372
2008-10-27,336
2008-10-28,309
2008-10-29,218
2008-10-30,180
2008-10-31,225
2008-11-01,277
2008-11-02,442
2008-11-03,463
2008-11-04,437
2008-11-05,431
2008-11-06,432
2008-11-07,424
2008-11-08,435
2008-11-09,429
2008-11-10,391
2008-11-11,384
2008-11-12,381
2008-11-13,344
2008-11-14,350
2008-11-15,395
2008-11-16,506
2008-11-17,520
2008-11-18,503
2008-11-19,478
2008-11-20,396
2008-11-21,381
2008-11-22,376
2008-11-23,359
2008-11-24,372
2008-11-25,467
2008-11-26,535
2008-11-27,611
2008-11-28,676
2008-11-29,728
2008-11-30,694
2008-12-01,677
2008-12-02,679
2008-12-03,663
2008-12-04,634
2008-12-05,604
2008-12-06,580
2008-12-07,587
2008-12-08,582
2008-12-09,594
2008-12-10,581
2008-12-11,559
2008-12-12,557
2008-12-13,547
2008-12-14,544
2008-12-15,537
2008-12-16,546
2008-12-17,548
2008-12-18,631
2008-12-19,673
2008-12-20,730
2008-12-21,731
2008-12-22,713
2008-12-23,710
2008-12-24,697
2008-12-25,700
2008-12-26,689
2008-12-27,652
2008-12-28,651
2008-12-29,623
2008-12-30,626
2008-12-31,624
2009-01-01,629
2009-01-02,633
2009-01-03,661
2009-01-04,664
2009-01-05,589
2009-01-06,546
2009-01-07,545
2009-01-08,718
2009-01-09,741
2009-01-10,747
2009-01-11,757
2009-01-12,734
2009-01-13,713
2009-01-14,713
2009-01-15,722
2009-01-16,739
2009-01-17,718
2009-01-18,715
2009-01-19,710
2009-01-20,731
2009-01-21,737
2009-01-22,727
2009-01-23,757
2009-01-24,748
2009-01-25,703
2009-01-26,706
2009-01-27,700
2009-01-28,674
2009-01-29,670
2009-01-30,694
2009-01-31,698
2009-02-01,705
2009-02-02,653
2009-02-03,642
2009-02-04,610
2009-02-05,654
2009-02-06,682
2009-02-07,669
2009-02-08,658
2009-02-09,640
2009-02-10,656
2009-02-11,788
2009-02-12,819
2009-02-13,773
2009-02-14,827
2009-02-15,780
2009-02-16,817
2009-02-17,773
2009-02-18,781
2009-02-19,791
2009-02-20,750
2009-02-21,862
2009-02-22,840
2009-02-23,887
2009-02-24,894
2009-02-25,786
2009-02-26,565
2009-02-27,658
2009-02-28,718
2009-03-01,689
2009-03-02,834
2009-03-03,763
2009-03-04,670
2009-03-05,779
2009-03-06,842
2009-03-07,820
2009-03-08,833
2009-03-09,671
2009-03-10,716
2009-03-11,737
2009-03-12,875
2009-03-13,752
2009-03-14,650
2009-03-15,696
2009-03-16,793
2009-03-17,570
2009-03-18,547
2009-03-19,540
2009-03-20,487
2009-03-21,426
2009-03-22,378
2009-03-23,377
2009-03-24,351
2009-03-25,372
2009-03-26,546
2009-03-27,1000
2009-03-28,1280
2009-03-29,1310
2009-03-30,1300
2009-03-31,1280
2009-04-01,1230
2009-04-02,1270
2009-04-03,1180
2009-04-04,938
2009-04-05,1040
2009-04-06,819
2009-04-07,634
2009-04-08,543
2009-04-09,504
2009-04-10,510
2009-04-11,520
2009-04-12,483
2009-04-13,634
2009-04-14,691
2009-04-15,750
2009-04-16,915
2009-04-17,941
2009-04-18,1080
2009-04-19,1230
2009-04-20,1180
2009-04-21,1060
2009-04-22,882
2009-04-23,807
2009-04-24,741
2009-04-25,867
2009-04-26,1330
2009-04-27,1790
2009-04-28,2230
2009-04-29,2360
2009-04-30,2210
2009-05-01,2200
2009-05-02,2230
2009-05-03,2680
2009-05-04,2980
2009-05-05,2900
2009-05-06,2960
2009-05-07,2870
2009-05-08,2850
2009-05-09,2900
2009-05-10,3290
2009-05-11,3770
2009-05-12,3610
2009-05-13,3530
2009-05-14,3510
2009-05-15,3950
2009-05-16,3890
2009-05-17,4020
2009-05-18,3800
2009-05-19,3450
2009-05-20,3120
2009-05-21,2970
2009-05-22,2830
2009-05-23,3030
2009-05-24,3240
2009-05-25,3320
2009-05-26,3330
2009-05-27,3610
2009-05-28,3460
2009-05-29,3210
2009-05-30,3020
2009-05-31,1900
2009-06-01,1340
2009-06-02,1210
2009-06-03,1650
2009-06-04,2160
2009-06-05,2290
2009-06-06,2410
2009-06-07,2440
2009-06-08,2380
2009-06-09,2310
2009-06-10,2200
2009-06-11,2280
2009-06-12,2260
2009-06-13,2280
2009-06-14,1990
2009-06-15,1770
2009-06-16,1770
2009-06-17,1600
2009-06-18,1440
2009-06-19,1210
2009-06-20,905
2009-06-21,718
2009-06-22,745
2009-06-23,540
2009-06-24,444
2009-06-25,461
2009-06-26,331
2009-06-27,285
2009-06-28,463
2009-06-29,577
2009-06-30,542
2009-07-01,750
2009-07-02,918
2009-07-03,1010
2009-07-04,943
2009-07-05,874
2009-07-06,769
2009-07-07,570
2009-07-08,498
2009-07-09,375
2009-07-10,357
2009-07-11,256
2009-07-12,196
2009-07-13,146
2009-07-14,130
2009-07-15,102
2009-07-16,99.9
2009-07-17,76.3
2009-07-18,64.9
2009-07-19,62.6
2009-07-20,77.5
2009-07-21,74
2009-07-22,84.3
2009-07-23,72.9
2009-07-24,191
2009-07-25,189
2009-07-26,173
2009-07-27,242
2009-07-28,143
2009-07-29,158
2009-07-30,148
2009-07-31,182
2009-08-01,170
2009-08-02,124
2009-08-03,153
2009-08-04,107
2009-08-05,94
2009-08-06,58.9
2009-08-07,83
2009-08-08,42.2
2009-08-09,41.6
2009-08-10,58.4
2009-08-11,56.9
2009-08-12,56.8
2009-08-13,57.2
2009-08-14,57.5
2009-08-15,58.1
2009-08-16,91.5
2009-08-17,228
2009-08-18,167
2009-08-19,143
2009-08-20,118
2009-08-21,56.9
2009-08-22,63.6
2009-08-23,53.7
2009-08-24,160
2009-08-25,164
2009-08-26,308
2009-08-27,323
2009-08-28,259
2009-08-29,207
2009-08-30,168
2009-08-31,138
2009-09-01,76.1
2009-09-02,55.6
2009-09-03,52.7
2009-09-04,48.6
2009-09-05,67.2
2009-09-06,74
2009-09-07,51.3
2009-09-08,77.9
2009-09-09,111
2009-09-10,72.6
2009-09-11,77.5
2009-09-12,126
2009-09-13,219
2009-09-14,240
2009-09-15,219
2009-09-16,152
2009-09-17,894
2009-09-18,656
2009-09-19,761
2009-09-20,705
2009-09-21,527
2009-09-22,533
2009-09-23,497
2009-09-24,344
2009-09-25,233
2009-09-26,207
2009-09-27,154
2009-09-28,137
2009-09-29,107
2009-09-30,104
2009-10-01,160
2009-10-02,139
2009-10-03,135
2009-10-04,148
2009-10-05,152
2009-10-06,128
2009-10-07,140
2009-10-08,130
2009-10-09,132
2009-10-10,133
2009-10-11,153
2009-10-12,174
2009-10-13,175
2009-10-14,177
2009-10-15,141
2009-10-16,127
2009-10-17,137
2009-10-18,136
2009-10-19,90.3
2009-10-20,102
2009-10-21,218
2009-10-22,322
2009-10-23,199
2009-10-24,178
2009-10-25,165
2009-10-26,162
2009-10-27,175
2009-10-28,159
2009-10-29,168
2009-10-30,170
2009-10-31,197
2009-11-01,292
2009-11-02,278
2009-11-03,238
2009-11-04,239
2009-11-05,254
2009-11-06,289
2009-11-07,336
2009-11-08,374
2009-11-09,314
2009-11-10,316
2009-11-11,319
2009-11-12,319
2009-11-13,340
2009-11-14,346
2009-11-15,348
2009-11-16,346
2009-11-17,370
2009-11-18,375
2009-11-19,363
2009-11-20,377
2009-11-21,400
2009-11-22,432
2009-11-23,447
2009-11-24,469
2009-11-25,463
2009-11-26,424
2009-11-27,497
2009-11-28,534
2009-11-29,511
2009-11-30,550
2009-12-01,555
2009-12-02,581
2009-12-03,524
2009-12-04,503
2009-12-05,505
2009-12-06,499
2009-12-07,559
2009-12-08,648
2009-12-09,574
2009-12-10,554
2009-12-11,623
2009-12-12,646
2009-12-13,652
2009-12-14,679
2009-12-15,686
2009-12-16,689
2009-12-17,712
2009-12-18,692
2009-12-19,739
2009-12-20,765
2009-12-21,773
2009-12-22,694
2009-12-23,676
2009-12-24,679
2009-12-25,712
2009-12-26,728
2009-12-27,745
2009-12-28,742
2009-12-29,734
2009-12-30,711
2009-12-31,689
2010-01-01,603
2010-01-02,547
2010-01-03,590
2010-01-04,675
2010-01-05,674
2010-01-06,672
2010-01-07,679
2010-01-08,676
2010-01-09,647
2010-01-10,628
2010-01-11,613
2010-01-12,612
2010-01-13,667
2010-01-14,675
2010-01-15,701
2010-01-16,708
2010-01-17,714
2010-01-18,697
2010-01-19,748
2010-01-20,751
2010-01-21,777
2010-01-22,797
2010-01-23,783
2010-01-24,829
2010-01-25,797
2010-01-26,790
2010-01-27,751
2010-01-28,746
2010-01-29,730
2010-01-30,717
2010-01-31,722
2010-02-01,702
2010-02-02,708
2010-02-03,710
2010-02-04,709
2010-02-05,722
2010-02-06,739
2010-02-07,757
2010-02-08,757
2010-02-09,749
2010-02-10,740
2010-02-11,739
2010-02-12,723
2010-02-13,705
2010-02-14,725
2010-02-15,742
2010-02-16,723
2010-02-17,729
2010-02-18,726
2010-02-19,704
2010-02-20,675
2010-02-21,595
2010-02-22,464
2010-02-23,585
2010-02-24,611
2010-02-25,614
2010-02-26,610
2010-02-27,600
2010-02-28,610
2010-03-01,570
2010-03-02,544
2010-03-03,545
2010-03-04,540
2010-03-05,505
2010-03-06,469
2010-03-07,510
2010-03-08,530
2010-03-09,560
2010-03-10,640
2010-03-11,600
2010-03-12,603
2010-03-13,608
2010-03-14,601
2010-03-15,604
2010-03-16,598
2010-03-17,524
2010-03-18,561
2010-03-19,577
2010-03-20,565
2010-03-21,598
2010-03-22,617
2010-03-23,597
2010-03-24,584
2010-03-25,604
2010-03-26,658
2010-03-27,686
2010-03-28,707
2010-03-29,708
2010-03-30,661
2010-03-31,581
2010-04-01,588
2010-04-02,664
2010-04-03,782
2010-04-04,795
2010-04-05,823
2010-04-06,757
2010-04-07,885
2010-04-08,906
2010-04-09,802
2010-04-10,713
2010-04-11,605
2010-04-12,631
2010-04-13,659
2010-04-14,934
2010-04-15,1790
2010-04-16,2150
2010-04-17,2440
2010-04-18,2560
2010-04-19,2650
2010-04-20,2230
2010-04-21,2130
2010-04-22,2500
2010-04-23,2750
2010-04-24,2700
2010-04-25,2590
2010-04-26,2720
2010-04-27,2820
2010-04-28,2410
2010-04-29,2310
2010-04-30,2370
2010-05-01,2300
2010-05-02,2270
2010-05-03,2340
2010-05-04,2350
2010-05-05,2460
2010-05-06,2470
2010-05-07,2300
2010-05-08,2260
2010-05-09,2310
2010-05-10,2380
2010-05-11,2310
2010-05-12,2590
2010-05-13,2560
2010-05-14,2240
2010-05-15,2060
2010-05-16,1830
2010-05-17,1770
2010-05-18,1690
2010-05-19,1710
2010-05-20,2100
2010-05-21,2260
2010-05-22,2920
2010-05-23,3000
2010-05-24,3180
2010-05-25,3630
2010-05-26,3360
2010-05-27,2530
2010-05-28,2140
2010-05-29,2180
2010-05-30,2170
2010-05-31,2100
2010-06-01,2060
2010-06-02,2160
2010-06-03,2260
2010-06-04,2130
2010-06-05,1980
2010-06-06,1970
2010-06-07,1910
2010-06-08,1830
2010-06-09,1640
2010-06-10,1270
2010-06-11,1010
2010-06-12,983
2010-06-13,942
2010-06-14,774
2010-06-15,605
2010-06-16,448
2010-06-17,384
2010-06-18,348
2010-06-19,325
2010-06-20,299
2010-06-21,272
2010-06-22,224
2010-06-23,170
2010-06-24,143
2010-06-25,119
2010-06-26,97.1
2010-06-27,130
2010-06-28,155
2010-06-29,293
2010-06-30,340
2010-07-01,390
2010-07-02,320
2010-07-03,276
2010-07-04,243
2010-07-05,259
2010-07-06,361
2010-07-07,243
2010-07-08,170
2010-07-09,171
2010-07-10,176
2010-07-11,170
2010-07-12,159
2010-07-13,140
2010-07-14,128
2010-07-15,120
2010-07-16,114
2010-07-17,91.2
2010-07-18,85.8
2010-07-19,80.6
2010-07-20,71.3
2010-07-21,82
2010-07-22,91.7
2010-07-23,41.7
2010-07-24,201
2010-07-25,413
2010-07-26,1060
2010-07-27,729
2010-07-28,1040
2010-07-29,919
2010-07-30,787
2010-07-31,687
2010-08-01,820
2010-08-02,857
2010-08-03,996
2010-08-04,957
2010-08-05,1100
2010-08-06,1130
2010-08-07,1010
2010-08-08,837
2010-08-09,634
2010-08-10,502
2010-08-11,390
2010-08-12,181
2010-08-13,146
2010-08-14,109
2010-08-15,116
2010-08-16,458
2010-08-17,169
2010-08-18,272
2010-08-19,604
2010-08-20,441
2010-08-21,1020
2010-08-22,585
2010-08-23,288
2010-08-24,252
2010-08-25,152
2010-08-26,144
2010-08-27,99.2
2010-08-28,87.1
2010-08-29,80
2010-08-30,95.4
2010-08-31,91.8
2010-09-01,76.7
2010-09-02,83.7
2010-09-03,76.8
2010-09-04,72.5
2010-09-05,64.2
2010-09-06,55.3
2010-09-07,45.7
2010-09-08,42.6
2010-09-09,42.9
2010-09-10,44.9
2010-09-11,41.4
2010-09-12,42.1
2010-09-13,42.8
2010-09-14,42.7
2010-09-15,42.1
2010-09-16,32.2
2010-09-17,40.8
2010-09-18,27.9
2010-09-19,21.4
2010-09-20,14.9
2010-09-21,62.5
2010-09-22,110
2010-09-23,133
2010-09-24,618
2010-09-25,729
2010-09-26,839
2010-09-27,1430
2010-09-28,692
2010-09-29,344
2010-09-30,125
2010-10-01,72.5
2010-10-02,49
2010-10-03,54.1
2010-10-04,57.7
2010-10-05,123
2010-10-06,92.3
2010-10-07,69.5
2010-10-08,47.7
2010-10-09,47.4
2010-10-10,47.1
2010-10-11,47.4
2010-10-12,51.4
2010-10-13,63.8
2010-10-14,62.2
2010-10-15,68.6
2010-10-16,52.7
2010-10-17,76.9
2010-10-18,80
2010-10-19,51.5
2010-10-20,50.6
2010-10-21,107
2010-10-22,103
2010-10-23,93.7
2010-10-24,284
2010-10-25,299
2010-10-26,182
2010-10-27,144
2010-10-28,129
2010-10-29,107
2010-10-30,115
2010-10-31,160
2010-11-01,303
2010-11-02,375
2010-11-03,471
2010-11-04,463
2010-11-05,495
2010-11-06,440
2010-11-07,452
2010-11-08,449
2010-11-09,442
2010-11-10,421
2010-11-11,529
2010-11-12,527
2010-11-13,543
2010-11-14,556
2010-11-15,544
2010-11-16,565
2010-11-17,570
2010-11-18,593
2010-11-19,583
2010-11-20,586
2010-11-21,580
2010-11-22,579
2010-11-23,574
2010-11-24,566
2010-11-25,568
2010-11-26,580
2010-11-27,589
2010-11-28,586
2010-11-29,561
2010-11-30,542
2010-12-01,534
2010-12-02,525
2010-12-03,521
2010-12-04,510
2010-12-05,502
2010-12-06,501
2010-12-07,501
2010-12-08,496
2010-12-09,538
2010-12-10,558
2010-12-11,564
2010-12-12,562
2010-12-13,567
2010-12-14,572
2010-12-15,597
2010-12-16,706
2010-12-17,829
2010-12-18,1170
2010-12-19,952
2010-12-20,934
2010-12-21,953
2010-12-22,960
2010-12-23,931
2010-12-24,853
2010-12-25,799
2010-12-26,738
2010-12-27,733
2010-12-28,738
2010-12-29,762
2010-12-30,824
2010-12-31,822
2011-01-01,764
2011-01-02,735
2011-01-03,740
2011-01-04,703
2011-01-05,655
2011-01-06,561
2011-01-07,516
2011-01-08,537
2011-01-09,584
2011-01-10,606
2011-01-11,587
2011-01-12,601
2011-01-13,653
2011-01-14,717
2011-01-15,746
2011-01-16,778
2011-01-17,806
2011-01-18,800
2011-01-19,797
2011-01-20,774
2011-01-21,671
2011-01-22,636
2011-01-23,661
2011-01-24,662
2011-01-25,665
2011-01-26,664
2011-01-27,749
2011-01-28,752
2011-01-29,756
2011-01-30,730
2011-01-31,681
2011-02-01,643
2011-02-02,629
2011-02-03,594
2011-02-04,605
2011-02-05,675
2011-02-06,648
